1,0,0,0,0,0,0.01
0,1,0.03,0,0,0.01242421822,0
0,0,1,0,0,0.02502864268,0
0,0,0,1,0.01,0,0
0,0,0,0.1837078652,1,0.1454199213,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,0,0,0.02546816479,0.01,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-27.26224719,0,-5.037291293,0
0,0,0,0,1,0,0
0,0,0,0,0,2.502864268,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,-2.419475655,0,0,0,0
0.2226851604,0,0,0,0,0,0.009633547861
0,0.2510389159,0,0,5.47359899e-05,0.01223741723,0
0,0.2195339652,-1.951373105e-05,0,0.000110274844,0.02465433214,0
0,0,-6.226724888e-05,0.01000002119,0,-0.0003101857675,0
0,0,-0.0001287098523,1.000000004,0.0006403683115,0.1431682193,0
0,0,-0.0008064291874,0,0.00440533308,0.9849077183,0
6.969070208e-05,0,0,0,0,0,0.8541018662
13.32675414,27.83651186,0,0,0,0,0
111,1,500,4000,0.7,23,1.12
1.3,0.355,0.4964,0.5986,1.151917306,0.05477225575,0.3206479091
3.065253572,0.939564867,0.01,2.205882353,0,3.75,3.5
