Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,zero,zero,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),Rollref,Closestpoint,Error1,Error2
1.006839669,0.209058051,-0.508649,-0.05284,-0.14615,-0.020336,2,359095,0,72,0,0,0.06,-0.000459,-0.000889,-0.011167,-0.052949,-0.020801,1,0,-0.000008,0,-0.000459,-0.000889
1.006839669,0.209058051,-0.455988,-0.04444,-0.151342,-0.020336,2,359104,0.009,72,0,0,0.07,-0.000556,-0.001067,-0.011725,-0.044485,-0.020821,1,0,-0.000009,0,-0.000556,-0.001067
1.006839669,0.209058051,-0.636708,-0.052076,-0.152258,-0.020336,2,359114,0.019,72,0,0,0.08,-0.000656,-0.001246,-0.014152,-0.052433,-0.020822,1,0,-0.000009,0,-0.000556,-0.001067
1.006839669,0.209058051,-0.318354,-0.04383,-0.137139,-0.02033,2,359164,0.069,72,0,0,0.099999,-0.00086,-0.001603,-0.013968,-0.043798,-0.020766,1,0,-0.000012,0,-0.000757,-0.001425
1.006839669,0.209058051,-0.633118,-0.057879,-0.145691,-0.02032,2,359174,0.079,72,0,0,0.109999,-0.000964,-0.001781,-0.016602,-0.058255,-0.020784,1,0,-0.000014,0,-0.00086,-0.001603
1.006839669,0.209058051,-0.539766,-0.046273,-0.136987,-0.020171,2,359204,0.109,72,0,0,0.129999,-0.001178,-0.002138,-0.017551,-0.046361,-0.020605,1,0,-0.000017,0,-0.001071,-0.00196
1.006839669,0.209058051,-0.556521,-0.042455,-0.153022,-0.020032,2,359214,0.119,72,0,0,0.139999,-0.001288,-0.002314,-0.018097,-0.042497,-0.020525,1,0,-0.000019,0,-0.001178,-0.002138
1.006839669,0.209058051,-0.679794,-0.0478,-0.168904,-0.018299,2,359294,0.199,72,0,0,0.159998,-0.00151,-0.002666,-0.020898,-0.047924,-0.018855,1,0,-0.000022,0,-0.001398,-0.002491
1.006839669,0.209058051,-0.347078,-0.025504,-0.125991,-0.016757,2,359364,0.269,72,0,0,0.179998,-0.001724,-0.002986,-0.018364,-0.025386,-0.017164,1,0,-0.000025,0,-0.001617,-0.002827
1.006839669,0.209058051,-0.392557,-0.049327,-0.138819,-0.016752,2,359374,0.279,72,0,0,0.189997,-0.001827,-0.003133,-0.020006,-0.049517,-0.017205,1,0,-0.000026,0,-0.001724,-0.002986
1.006839669,0.209058051,-0.219018,-0.039095,-0.141415,-0.016752,2,359414,0.319,72,0,0,0.209997,-0.002038,-0.003429,-0.017539,-0.038887,-0.017216,1,0,-0.000029,0,-0.001931,-0.003281
1.006839669,0.209058051,-0.882056,-0.039859,-0.148288,-0.016752,2,359494,0.399,72,0,0,0.229996,-0.002254,-0.003724,-0.021736,-0.040162,-0.017235,1,0,-0.000031,0,-0.002145,-0.003576
1.006839669,0.209058051,-0.592426,-0.025198,-0.141568,-0.016752,2,359504,0.409,72,0,0,0.239996,-0.002365,-0.003872,-0.021059,-0.025063,-0.017213,1,0,-0.000032,0,-0.002254,-0.003724
