Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
0,0,-0.276465,0.070411,-0.013241,-0.003208,2,955107,0,0,0,0,0.28,-0.000402,-0.000662,-0.005913,0.070299,-0.003267,2,0,0.37,0.56,18.6,0,0
0,0,-0.193885,0.059568,-0.008354,-0.003208,2,955127,0.02,0,0,0,0.32,-0.000485,-0.000774,-0.006034,0.059483,-0.00323,2,0,0.37,0.56,18.6,0,0
0,0,-0.141225,0.06079,-0.005605,-0.003208,2,955147,0.04,0,0,0,0.36,-0.000572,-0.000885,-0.004894,0.060817,-0.00321,2,0,0.37,0.56,18.6,0,0
0,0,-0.283646,0.067051,0.008139,-0.003208,2,955168,0.061,0,0,0,0.4,-0.000663,-0.000995,-0.004304,0.068536,-0.003132,2,0,0.37,0.56,18.6,0,0
0,0,-0.276465,0.062012,0.007681,-0.003208,2,955187,0.08,0,0,0,0.44,-0.000757,-0.001102,-0.004959,0.061817,-0.003117,2,0,0.37,0.56,18.6,0,0
0,0,-0.160374,0.05743,0.007223,-0.003208,2,955207,0.1,0,0,0,0.48,-0.000855,-0.001209,-0.00484,0.057382,-0.003118,2,0,0.37,0.56,18.6,0,0
0,0,-0.027527,0.052849,-0.005605,-0.003208,2,955227,0.12,0,0,0,0.519999,-0.000958,-0.001317,-0.003729,0.052939,-0.003208,2,0,0.37,0.56,18.6,0,0
0,0,-0.028724,0.054834,-0.018892,-0.003208,2,955247,0.14,0,0,0,0.559999,-0.001067,-0.001428,-0.002114,0.05486,-0.003304,2,0,0.37,0.56,18.6,0,0
0,0,-0.007181,0.044297,-0.025,-0.003208,2,955268,0.161,0,0,0,0.599999,-0.001182,-0.001542,-0.001596,0.044262,-0.003348,2,0,0.37,0.56,18.6,0,0
0,0,0.015559,0.030247,-0.014463,-0.003208,2,955287,0.18,0,0,0,0.639999,-0.001302,-0.001657,-0.001485,0.030172,-0.003272,2,0,0.37,0.56,18.6,0,0
0,0,0.004787,0.036203,-0.003926,-0.003208,2,955307,0.2,0,0,0,0.679999,-0.001425,-0.001768,-0.000264,0.03623,-0.003197,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.053857,0.038493,0.01211,-0.003208,2,955327,0.22,0,0,0,0.719999,-0.00155,-0.001877,0.000028,0.038464,-0.003082,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,0.039495,0.02933,0.013484,-0.003208,2,955347,0.24,0,0,0,0.759999,-0.001679,-0.001983,-0.000085,0.02932,-0.003071,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,0.122076,0.015586,-0.000566,-0.003208,2,955368,0.261,0,0,0,0.799998,-0.001812,-0.002088,0.000167,0.015632,-0.00317,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,0.002394,0.017724,-0.006064,-0.003208,2,955387,0.28,0,0,0,0.839998,-0.00195,-0.002197,0.000954,0.017746,-0.003213,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.04907,0.009019,-0.009423,-0.003208,2,955407,0.3,0,0,0,0.879998,-0.002094,-0.002308,0.000015,0.008927,-0.003238,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.013165,-0.002587,-0.008202,-0.003208,2,955427,0.32,0,0,0,0.919998,-0.002243,-0.002419,-0.000956,-0.002602,-0.003228,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,0.032314,-0.005947,-0.004842,-0.003208,2,955447,0.34,0,0,0,0.959997,-0.002396,-0.00253,-0.000819,-0.005914,-0.003203,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.092155,0.000314,0.004932,-0.003208,2,955468,0.361,0,0,0,0.999997,-0.002553,-0.00264,0.000109,0.003241,-0.00318,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.108911,-0.008085,0.007528,-0.003208,2,955487,0.38,0,0,0,1.039997,-0.002713,-0.002749,-0.001505,-0.00825,-0.003116,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.081384,-0.021677,0.015317,-0.003208,2,955507,0.4,0,0,0,1.079997,-0.002877,-0.002855,-0.003075,-0.021752,-0.003058,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.044282,-0.014346,0.009972,-0.003208,2,955527,0.42,0,0,0,1.119996,-0.003045,-0.00296,-0.002552,-0.01432,-0.003096,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.173539,-0.013583,0.001725,-0.003208,2,955547,0.44,0,0,0,1.159996,-0.003218,-0.003068,-0.003323,-0.013673,-0.003158,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.260907,-0.02015,-0.00698,-0.003208,2,955568,0.461,0,0,0,1.199996,-0.003396,-0.003177,-0.004984,-0.017872,-0.003229,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.251332,-0.022593,-0.003009,-0.003208,2,955587,0.48,0,0,0,1.239995,-0.003579,-0.003288,-0.006619,-0.022693,-0.003192,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.205853,-0.017554,0.00203,-0.003208,2,955607,0.5,0,0,0,1.279995,-0.003766,-0.003397,-0.006915,-0.01754,-0.003155,2,0,0.37,0.56,18.6,0,0
1.00687317,0.209049566,-0.247742,-0.016943,0.005237,-0.003208,2,955627,0.52,0,0,0,1.319994,-0.003957,-0.003506,-0.007683,-0.016925,-0.003132,2,0,0.37,0.56,18.6,0,0
