Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
0,0,-0.056251,0.007187,-0.001177,-0.001239,2,1143084,0,0,0,0,0.36,-0.000238,-0.000363,-0.001462,0.00714,-0.001233,2,0,0.36,0.55,18.4,0,0
0,0,-0.061038,0.006576,-0.001024,-0.001239,2,1143105,0.021,0,0,0,0.4,-0.000273,-0.000405,-0.001486,0.006581,-0.001232,2,0,0,0,17.4,0,0
0,0,-0.065825,0.011004,-0.001177,-0.001239,2,1143124,0.04,0,0,0,0.44,-0.000311,-0.000447,-0.001224,0.01103,-0.001233,2,0,0,0,17.4,0,0
0,0,-0.053857,0.006728,-0.000566,-0.001239,2,1143144,0.06,0,0,0,0.48,-0.00035,-0.000489,-0.001559,0.006673,-0.001228,2,0,0,0,17.4,0,0
0,0,-0.040692,0.007187,-0.006522,-0.001239,2,1143164,0.08,0,0,0,0.52,-0.000391,-0.000532,-0.001443,0.007139,-0.001271,2,0,0,0,17.4,0,0
0,0,-0.02633,0.007492,-0.004842,-0.001239,2,1143184,0.1,0,0,0,0.56,-0.000435,-0.000575,-0.001275,0.007465,-0.001259,2,0,0,0,17.4,0,0
0,0,-0.02633,0.007187,-0.008354,-0.001239,2,1143205,0.121,0,0,0,0.6,-0.000479,-0.000618,-0.001091,0.007217,-0.001284,2,0,0,0.24,17.299999,0,0
0,0,-0.033511,0.007492,-0.006216,-0.001239,2,1143224,0.14,0,0,0,0.64,-0.000526,-0.000662,-0.000942,0.00749,-0.001269,2,0,0,0.24,17.299999,0,0
0,0,-0.043086,0.006881,-0.000871,-0.001239,2,1143244,0.16,0,0,0,0.68,-0.000575,-0.000705,-0.000925,0.006871,-0.001231,2,0,0,0.24,17.299999,0,0
0,0,-0.051463,0.008408,-0.001024,-0.001239,2,1143264,0.18,0,0,0,0.72,-0.000624,-0.000747,-0.000816,0.008409,-0.001232,2,0,0,0.24,17.299999,0,0
0,0,-0.038298,0.004285,0.003863,-0.001239,2,1143284,0.2,0,0,0,0.76,-0.000675,-0.000789,-0.001073,0.004276,-0.001196,2,0,0,0.24,17.299999,0,0
0,0,-0.007181,0.004438,0.003405,-0.001239,2,1143305,0.221,0,0,0,0.8,-0.000728,-0.000831,-0.000884,0.004469,-0.001199,2,0,0,0.26,17.4,0,0
0,0,-0.028724,0.002452,-0.009271,-0.001239,2,1143324,0.24,0,0,0,0.84,-0.000782,-0.000873,-0.00102,0.002441,-0.001291,2,0,0,0.26,17.4,0,0
1.00687299,0.209049365,-0.031117,0.004438,-0.006674,-0.001239,2,1143343,0.259,0,0,0,0.88,-0.00084,-0.000917,-0.000749,0.004441,-0.001272,2,0,0,0.26,17.4,0,0
1.00687299,0.209049365,-0.087368,0.005201,-0.005453,-0.001239,2,1143363,0.279,0,0,0,0.92,-0.000898,-0.000961,-0.001021,0.00521,-0.001264,2,0,0,0.26,17.4,0,0
1.00687299,0.209049365,-0.034708,0.002605,-0.004995,-0.001239,2,1143383,0.299,0,0,0,0.96,-0.000959,-0.001003,-0.00125,0.002574,-0.00126,2,0,0,0.26,17.4,0,0
1.00687299,0.209049365,-0.044282,0.006576,0.00539,-0.001239,2,1143405,0.321,0,0,0,1,-0.00102,-0.001046,-0.001087,0.00509,-0.00122,2,0,0,0.26,17.4,0,0
1.00687299,0.209049365,-0.057447,0.001994,0.001725,-0.001239,2,1143424,0.34,0,0,0,1.04,-0.001083,-0.001087,-0.001405,0.001917,-0.001212,2,0,0,0.24,17.4,0,0
1.00687299,0.209049365,-0.068219,0.004438,-0.007133,-0.001239,2,1143444,0.36,0,0,0,1.079999,-0.001147,-0.001129,-0.001341,0.004388,-0.001276,2,0,0,0.24,17.4,0,0
1.00687299,0.209049365,-0.071809,0.003979,-0.003315,-0.001239,2,1143464,0.38,0,0,0,1.119999,-0.001214,-0.001172,-0.001612,0.003951,-0.001248,2,0,0,0.24,17.4,0,0
1.00687299,0.209049365,-0.058644,0.00062,0.000351,-0.001239,2,1143484,0.4,0,0,0,1.159999,-0.001283,-0.001215,-0.001916,0.000589,-0.001222,2,0,0,0.24,17.4,0,0
1.00687299,0.209049365,-0.068219,0.00459,-0.003467,-0.001239,2,1143505,0.421,0,0,0,1.199999,-0.001353,-0.001257,-0.00183,0.004565,-0.001249,2,0,0,0.14,17.4,0,0
1.00687299,0.209049365,-0.065825,-0.000449,-0.003926,-0.001239,2,1143524,0.44,0,0,0,1.239999,-0.001425,-0.0013,-0.002268,-0.000518,-0.001252,2,0,0,0.14,17.4,0,0
