Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
1.0068726060,0.2090493564,0.740832,0.020473,-0.009576,0.014844,2,661627,25,25,25,25,0.279998,0.001827,0.003013,0.023397,0.020629,0.014595,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.7528,0.015128,-0.004689,0.014844,2,661647,25,25,25,25,0.319997,0.002202,0.003514,0.024206,0.015223,0.01463,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.769555,0.00795,-0.00362,0.014844,2,661667,25,25,25,25,0.359995,0.002596,0.004016,0.024778,0.008012,0.014638,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.755193,0.011615,-0.004842,0.014844,2,661688,25,25,25,25,0.399994,0.003011,0.004519,0.026118,0.012448,0.014606,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.771949,0.01131,-0.007133,0.014844,2,661707,25,25,25,25,0.439993,0.003446,0.00502,0.026653,0.011367,0.014612,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.795885,0.006576,-0.008812,0.014844,2,661727,25,25,25,25,0.479991,0.003901,0.005522,0.027018,0.006654,0.0146,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.792295,0.007034,-0.003926,0.014844,2,661747,25,25,25,25,0.519989,0.004376,0.006024,0.027666,0.007117,0.014635,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.792295,0.004438,-0.002246,0.014844,2,661767,25,25,25,25,0.559986,0.004871,0.006526,0.027964,0.004498,0.014647,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.798279,-0.000144,-0.002246,0.014839,2,661789,25,25,25,25,0.599984,0.005387,0.007028,0.027947,0.000023,0.014648,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.817428,-0.001213,-0.003009,0.014839,2,661807,25,25,25,25,0.639981,0.005922,0.007531,0.028231,-0.001161,0.014637,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.804263,-0.003198,-0.004231,0.014839,2,661827,25,25,25,25,0.679978,0.006478,0.008033,0.028337,-0.003187,0.014628,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.786311,-0.007169,0.001725,0.014839,2,661848,25,25,25,25,0.719975,0.007054,0.008536,0.028072,-0.007204,0.01467,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.795885,-0.003504,-0.003773,0.014839,2,661868,25,25,25,25,0.759971,0.007650,0.009038,0.028357,-0.0034,0.014631,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.774343,-0.009307,-0.004078,0.014839,2,661889,25,25,25,25,0.799967,0.008265,0.00954,0.027906,-0.009237,0.014628,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.758784,-0.012208,-0.001787,0.014839,2,661908,25,25,25,25,0.839963,0.008901,0.010043,0.027561,-0.012217,0.014645,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.755193,-0.012056,-0.007591,0.014839,2,661928,25,25,25,25,0.879958,0.009557,0.010545,0.027365,-0.012054,0.014603,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.733651,-0.013277,-0.00362,0.014839,2,661948,25,25,25,25,0.919953,0.010233,0.011047,0.026994,-0.013243,0.014631,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.718092,-0.014957,-0.000566,0.014839,2,661968,25,25,25,25,0.959948,0.010930,0.01155,0.026519,-0.014936,0.014653,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.676203,-0.018775,-0.000108,0.014839,2,661989,25,25,25,25,0.999942,0.011646,0.012053,0.026237,-0.014492,0.014651,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.658251,-0.018012,-0.0053,0.014839,2,662007,25,25,25,25,1.039936,0.012383,0.012556,0.02531,-0.018016,0.014618,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.714502,-0.02015,-0.003009,0.014839,2,662027,25,25,25,25,1.079930,0.013140,0.013058,0.025063,-0.020127,0.014636,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.70014,-0.019539,-0.00362,0.014839,2,662047,25,25,25,25,1.119923,0.013916,0.01356,0.024915,-0.019545,0.014632,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.663038,-0.020302,-0.006674,0.014839,2,662067,25,25,25,25,1.159916,0.014713,0.014062,0.02436,-0.020361,0.014609,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.696549,-0.018928,0.002947,0.014839,2,662089,25,25,25,25,1.199908,0.015530,0.014565,0.024118,-0.019261,0.014669,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.672613,-0.017401,0.000045,0.014839,2,662107,25,25,25,25,1.239900,0.016368,0.015068,0.024115,-0.017354,0.014658,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.641496,-0.015568,-0.000718,0.014839,2,662127,25,25,25,25,1.279892,0.017225,0.015571,0.023826,-0.015515,0.014652,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.599607,-0.016026,-0.001482,0.014839,2,662147,25,25,25,25,1.319883,0.018103,0.016075,0.023053,-0.016052,0.014646,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.599607,-0.015721,0.001267,0.014839,2,662167,25,25,25,25,1.359874,0.019000,0.016578,0.022592,-0.015769,0.014666,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.605591,-0.011445,-0.002704,0.014839,2,662189,25,25,25,25,1.399864,0.019918,0.017081,0.022108,-0.016833,0.014644,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.579261,-0.016943,-0.000871,0.014839,2,662207,25,25,25,25,1.439854,0.020856,0.017583,0.021675,-0.017011,0.01465,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.558915,-0.008238,-0.005605,0.014839,2,662227,25,25,25,25,1.479843,0.021813,0.018086,0.021805,-0.00822,0.014616,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.513436,-0.006711,-0.001635,0.014839,2,662247,25,25,25,25,1.519832,0.022791,0.018588,0.021305,-0.006745,0.014644,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.552931,-0.003045,0.002489,0.014839,2,662267,25,25,25,25,1.559820,0.023789,0.01909,0.021152,-0.003049,0.014674,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.54934,-0.002129,-0.005758,0.014839,2,662289,25,25,25,25,1.599808,0.024807,0.019593,0.020534,-0.005107,0.014642,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.551734,0.001689,-0.0053,0.014839,2,662307,25,25,25,25,1.639795,0.025845,0.020096,0.020829,0.001732,0.014618,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.540963,0.004896,-0.006369,0.014839,2,662327,25,25,25,25,1.679782,0.026903,0.020598,0.020859,0.004917,0.01461,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.548144,0.000162,-0.004231,0.014839,2,662347,25,25,25,25,1.719768,0.027981,0.0211,0.020257,0.000136,0.014626,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.561309,0.011615,-0.005147,0.014839,2,662367,25,25,25,25,1.759754,0.029079,0.021602,0.021173,0.011686,0.01462,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.56849,0.013142,-0.004078,0.014839,2,662389,25,25,25,25,1.799739,0.030198,0.022104,0.021178,0.009804,0.014613,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.585245,0.010546,-0.004842,0.014839,2,662407,25,25,25,25,1.839724,0.031336,0.022606,0.021348,0.010528,0.014622,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.57567,0.012532,-0.003162,0.014839,2,662427,25,25,25,25,1.879708,0.032495,0.023109,0.021596,0.012512,0.014634,2,0,0.37,0.56,19.1,0,0
1.0068726060,0.2090493564,0.593623,0.015739,-0.006216,0.014839,2,662447,25,25,25,25,1.919691,0.033673,0.023611,0.022009,0.015737,0.014612,2,0,0.37,0.56,19.1,0,0
