Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
0.0000000000,0.0000000000,-0.283646,-0.010681,-0.003315,0.002417,2,873093,0,0,0,0,0.280000,0.000295,0.000487,-0.009222,-0.010758,0.002361,2,0,0.38,0.59,19.200001,0,0
0.0000000000,0.0000000000,-0.295615,-0.008238,-0.003315,0.002417,2,873113,0,0,0,0,0.320000,0.000356,0.000568,-0.009595,-0.008254,0.002361,2,0,0.38,0.59,19.200001,0,0
0.0000000000,0.0000000000,-0.323141,-0.0061,0.00142,0.002417,2,873133,0,0,0,0,0.360000,0.000420,0.000649,-0.010052,-0.006113,0.002395,2,0,0.38,0.59,19.200001,0,0
0.0000000000,0.0000000000,-0.294418,-0.003198,-0.001177,0.002417,2,873154,0,0,0,0,0.400000,0.000487,0.000731,-0.01017,-0.003155,0.002377,2,0,0,0,17.1,0,0
0.0000000000,0.0000000000,-0.294418,-0.005031,-0.002398,0.002417,2,873173,0,0,0,0,0.440000,0.000558,0.000812,-0.010639,-0.005037,0.002368,2,0,0,0,17.1,0,0
0.0000000000,0.0000000000,-0.30878,-0.00274,0.000656,0.002417,2,873193,0,0,0,0,0.480000,0.000631,0.000894,-0.010696,-0.002771,0.00239,2,0,0,0,17.1,0,0
0.0000000000,0.0000000000,-0.296811,-0.007169,0.00203,0.002417,2,873213,0,0,0,0,0.520000,0.000708,0.000975,-0.01124,-0.007191,0.002401,2,0,0,0,17.1,0,0
0.0000000000,0.0000000000,-0.265694,-0.005031,-0.005605,0.002417,2,873233,0,0,0,0,0.560000,0.000789,0.001057,-0.010984,-0.005044,0.002346,2,0,0,0,17.1,0,0
0.0000000000,0.0000000000,-0.264497,-0.003045,-0.004231,0.002417,2,873254,0,0,0,0,0.600000,0.000872,0.001137,-0.010768,-0.003068,0.002356,2,0,0,0.26,17.1,0,0
0.0000000000,0.0000000000,-0.239364,-0.004725,-0.003467,0.002417,2,873273,0,0,0,0,0.640000,0.000958,0.001218,-0.01068,-0.004754,0.002362,2,0,0,0.26,17.1,0,0
0.0000000000,0.0000000000,-0.246545,-0.002587,-0.004995,0.002417,2,873293,0,0,0,0,0.679999,0.001048,0.001299,-0.010268,-0.002593,0.00235,2,0,0,0.26,17.1,0,0
0.0000000000,0.0000000000,-0.244151,0.001078,-0.003162,0.002417,2,873313,0,0,0,0,0.719999,0.001141,0.001381,-0.009854,0.001096,0.002364,2,0,0,0.26,17.1,0,0
1.0068731035,0.2090492488,-0.256119,0.004438,0.003863,0.002417,2,873333,0,0,0,0,0.759999,0.001237,0.001462,-0.009664,0.004434,0.002414,2,0,0,0.26,17.1,0,0
1.0068731035,0.2090492488,-0.268088,-0.004573,-0.004231,0.002417,2,873355,0,0,0,0,0.799999,0.001338,0.001545,-0.010461,-0.004684,0.002356,2,0,0,0.29,17.1,0,0
