Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
0.0000000000,0.0000000000,-3.195509,0.072702,0.135504,0.007877,2,289164,0,0,0,0,0.280000,-0.000590,-0.00085,-0.007114,0.06947,0.007024,2,0,2.36,14.98,20,0,0
0.0000000000,0.0000000000,8.784659,0.482134,0.080374,0.011003,2,289184,0,0,0,0,0.320000,-0.000507,-0.000618,0.102428,0.495372,0.010056,2,0,2.36,14.98,20,0,0
0.0000000000,0.0000000000,-3.212265,-0.004267,0.140544,0.0138,2,289204,0,0,0,0,0.360000,-0.000351,-0.000262,-0.009599,-0.011907,0.013214,2,0,2.36,14.98,20,0,0
0.0000000000,0.0000000000,-5.939818,-0.40133,0.092286,0.017796,2,289225,0,0,0,0,0.400000,-0.000110,0.000236,-0.047698,-0.410261,0.015845,2,0,0,0,17.799999,0,0
0.0000000000,0.0000000000,-1.467301,0.095915,-0.03172,0.023277,2,289244,0,0,0,0,0.440000,0.000190,0.000812,0.013047,0.09683,0.019982,2,0,0,0,17.799999,0,0
0.0000000000,0.0000000000,-4.561081,-0.037559,-0.215896,0.027719,2,289264,0,0,0,0,0.480000,0.000586,0.00153,-0.038094,-0.042232,0.023718,2,0,0,0,17.799999,0,0
0.0000000000,0.0000000000,1.996296,-0.073295,-0.152366,0.03193,2,289284,0,0,0,0,0.519999,0.001090,0.002406,-0.015731,-0.072581,0.028295,2,0,0,0,17.799999,0,0
0.0000000000,0.0000000000,-1.845496,0.038799,-0.018739,0.037668,2,289304,0,0,0,0,0.559997,0.001697,0.003414,-0.009349,0.038666,0.034018,2,0,0,0,17.799999,0,0
0.0000000000,0.0000000000,-1.072351,-0.054053,-0.063332,0.044409,2,289325,0,0,0,0,0.599995,0.002450,0.004633,-0.002906,-0.054997,0.039878,2,0,3.23,6.16,17.799999,0,0
1.0068741448,0.2090501186,-1.049611,-0.065812,-0.058445,0.049756,2,289344,0,0,0,0,0.639991,0.003359,0.006062,-0.013308,-0.066528,0.045916,2,0,3.23,6.16,17.799999,0,0
