Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
1.0068739616,0.2090498858,-0.098139,0.001994,-0.011103,0.100161,2,362399,0,0,0,0,0.279891,0.012344,0.020358,-0.008001,0.001932,0.098842,2,0,2.99,5.94,18.799999,0,0
1.0068739616,0.2090498858,-0.10532,-0.006863,-0.006064,0.100135,2,362419,0,0,0,0,0.319846,0.014876,0.023752,-0.009175,-0.006955,0.098873,2,0,2.99,5.94,18.799999,0,0
1.0068739616,0.2090498858,-0.104123,-0.003045,-0.007743,0.100017,2,362439,0,0,0,0,0.359793,0.017544,0.027145,-0.00914,-0.003055,0.09879,2,0,2.99,5.94,18.799999,0,0
1.0068739616,0.2090498858,-0.095746,0.002605,0.002794,0.099888,2,362460,0,0,0,0,0.399730,0.020346,0.030535,-0.00905,0.002632,0.098734,2,0,0,0,18.4,0,0
1.0068739616,0.2090498858,-0.160374,0.000467,-0.001635,0.099832,2,362479,0,0,0,0,0.439658,0.023282,0.033923,-0.009549,0.000392,0.098584,2,0,0,0,18.4,0,0
1.0068739616,0.2090498858,-0.088565,-0.007474,-0.001329,0.099827,2,362499,0,0,0,0,0.479575,0.026351,0.037307,-0.01023,-0.007451,0.098583,2,0,0,0,18.4,0,0
1.0068739616,0.2090498858,-0.138831,-0.0061,0.002947,0.099827,2,362519,0,0,0,0,0.519482,0.029556,0.04069,-0.010404,-0.006152,0.098613,2,0,0,0,18.4,0,0
1.0068739616,0.2090498858,-0.106517,-0.0061,-0.004231,0.099827,2,362539,0,0,0,0,0.559378,0.032895,0.044075,-0.01039,-0.006112,0.098562,2,0,0,0,18.4,0,0
1.0068739616,0.2090498858,-0.129257,-0.010987,-0.004231,0.099827,2,362560,0,0,0,0,0.599262,0.036369,0.047458,-0.010612,-0.006842,0.098591,2,0,0,0,18.4,0,0
1.0068739616,0.2090498858,-0.191491,-0.011903,-0.000718,0.099827,2,362579,0,0,0,0,0.639134,0.039979,0.050842,-0.011412,-0.011943,0.098586,2,0,0,0.18,18.4,0,0
1.0068739616,0.2090498858,-0.155587,-0.005947,-0.003467,0.099827,2,362599,0,0,0,0,0.678994,0.043723,0.054226,-0.011091,-0.005958,0.098567,2,0,0,0.18,18.4,0,0
1.0068739616,0.2090498858,-0.134044,-0.010529,-0.004384,0.099827,2,362619,0,0,0,0,0.718841,0.047601,0.057609,-0.011508,-0.010578,0.098561,2,0,0,0.18,18.4,0,0
1.0068739616,0.2090498858,-0.153193,-0.005794,-0.005911,0.099827,2,362639,0,0,0,0,0.758674,0.051615,0.060992,-0.011561,-0.005751,0.09855,2,0,0,0.18,18.4,0,0
1.0068739616,0.2090498858,-0.179523,-0.013583,0.000045,0.099827,2,362660,0,0,0,0,0.798494,0.055763,0.064376,-0.012427,-0.013657,0.098592,2,0,0,0.1,18.299999,0,0
1.0068739616,0.2090498858,-0.171145,-0.010987,0.000503,0.099827,2,362679,0,0,0,0,0.838299,0.060047,0.06776,-0.01247,-0.01094,0.098596,2,0,0,0.1,18.299999,0,0
1.0068739616,0.2090498858,-0.178326,-0.00946,-0.000108,0.099827,2,362699,0,0,0,0,0.878090,0.064465,0.071144,-0.012643,-0.009464,0.098592,2,0,0,0.1,18.299999,0,0
1.0068739616,0.2090498858,-0.211837,-0.012056,-0.002398,0.099827,2,362719,0,0,0,0,0.917866,0.069018,0.074529,-0.013222,-0.012089,0.098575,2,0,0,0.1,18.299999,0,0
1.0068739616,0.2090498858,-0.221412,-0.009918,-0.00194,0.099827,2,362739,0,0,0,0,0.957626,0.073705,0.077913,-0.013433,-0.009887,0.098578,2,0,0,0.1,18.299999,0,0
1.0068739616,0.2090498858,-0.247742,-0.010681,-0.003009,0.099827,2,362760,0,0,0,0,0.997369,0.078527,0.081297,-0.01397,-0.010733,0.09857,2,0,0,0.12,18.299999,0,0
1.0068739616,0.2090498858,-0.215428,-0.011139,0.000656,0.099827,2,362779,0,0,0,0,1.037097,0.083483,0.084681,-0.014315,-0.011126,0.098597,2,0,0,0.12,18.299999,0,0
1.0068739616,0.2090498858,-0.245348,-0.005794,-0.002246,0.099827,2,362799,0,0,0,0,1.076807,0.088573,0.088065,-0.014271,-0.005746,0.098576,2,0,0,0.12,18.299999,0,0
1.0068739616,0.2090498858,-0.250135,-0.008543,-0.006827,0.099827,2,362819,0,0,0,0,1.116500,0.093798,0.091448,-0.014892,-0.008495,0.098543,2,0,0,0.12,18.299999,0,0
1.0068739616,0.2090498858,-0.271678,-0.003809,-0.001024,0.099827,2,362839,0,0,0,0,1.156175,0.099157,0.094832,-0.014916,-0.003775,0.098584,2,0,0,0.12,18.299999,0,0
1.0068739616,0.2090498858,-0.269284,-0.002129,-0.005453,0.099827,2,362860,0,0,0,0,1.195831,0.104650,0.098215,-0.015119,-0.002095,0.098552,2,0,0,-0.04,18.4,0,0
1.0068739616,0.2090498858,-0.258513,0.005354,-0.002856,0.099827,2,362879,0,0,0,0,1.235469,0.110277,0.101598,-0.014746,0.005437,0.098571,2,0,0,-0.04,18.4,0,0
1.0068739616,0.2090498858,-0.266891,-0.000602,-0.003009,0.099827,2,362899,0,0,0,0,1.275088,0.116039,0.104983,-0.015335,-0.000659,0.09857,2,0,0,-0.04,18.4,0,0
1.0068739616,0.2090498858,-0.264497,0.002452,0.000503,0.099827,2,362919,0,0,0,0,1.314686,0.121934,0.108366,-0.015227,0.002483,0.098595,2,0,0,-0.04,18.4,0,0
1.0068739616,0.2090498858,-0.264497,0.0023,-0.004078,0.099827,2,362939,0,0,0,0,1.354265,0.127964,0.111749,-0.015303,0.00233,0.098562,2,0,0,-0.04,18.4,0,0
1.0068739616,0.2090498858,-0.266891,0.005965,-0.006674,0.099827,2,362960,0,0,0,0,1.393823,0.134127,0.115133,-0.015288,0.002754,0.098558,2,0,0,-0.04,18.4,0,0
1.0068739616,0.2090498858,-0.221412,0.001841,-0.008812,0.099827,2,362979,0,0,0,0,1.433360,0.140424,0.118516,-0.015257,0.001824,0.098529,2,0,0,-0.11,18.4,0,0
1.0068739616,0.2090498858,-0.248939,0.006576,-0.001329,0.099827,2,362999,0,0,0,0,1.472875,0.146854,0.121898,-0.014752,0.00663,0.098582,2,0,0,-0.11,18.4,0,0
1.0068739616,0.2090498858,-0.196278,0.002758,-0.006216,0.099827,2,363019,0,0,0,0,1.512369,0.153419,0.125282,-0.014752,0.002733,0.098548,2,0,0,-0.11,18.4,0,0
1.0068739616,0.2090498858,-0.178326,0.006423,-0.00194,0.099827,2,363039,0,0,0,0,1.551840,0.160117,0.128665,-0.014016,0.006492,0.098579,2,0,0,-0.11,18.4,0,0
1.0068739616,0.2090498858,-0.165161,0.005507,-0.006674,0.099827,2,363060,0,0,0,0,1.591288,0.166948,0.132049,-0.013665,0.005574,0.098545,2,0,0,-0.13,18.4,0,0
1.0068739616,0.2090498858,-0.195082,0.003827,-0.005911,0.099827,2,363079,0,0,0,0,1.630713,0.173913,0.135431,-0.013496,0.003823,0.09855,2,0,0,-0.13,18.4,0,0
1.0068739616,0.2090498858,-0.195082,0.003063,-0.003315,0.099827,2,363099,0,0,0,0,1.670114,0.181011,0.138815,-0.013368,0.003087,0.098568,2,0,0,-0.13,18.4,0,0
1.0068739616,0.2090498858,-0.190294,0.004438,0.000045,0.099827,2,363119,0,0,0,0,1.709490,0.188242,0.142198,-0.01306,0.004449,0.098593,2,0,0,-0.13,18.4,0,0
1.0068739616,0.2090498858,-0.175933,0.00291,-0.006064,0.099827,2,363139,0,0,0,0,1.748842,0.195607,0.145582,-0.013015,0.002906,0.098549,2,0,0,-0.13,18.4,0,0
1.0068739616,0.2090498858,-0.199869,0.000467,-0.004384,0.099827,2,363161,0,0,0,0,1.788169,0.203105,0.148966,-0.013212,0.00042,0.098561,2,0,0,0.06,18.4,0,0
1.0068739616,0.2090498858,-0.215428,0.004896,0.001878,0.099827,2,363179,0,0,0,0,1.827470,0.210736,0.152349,-0.012981,0.004939,0.098605,2,0,0,0.06,18.4,0,0
1.0068739616,0.2090498858,-0.215428,0.005507,0.002336,0.099827,2,363199,0,0,0,0,1.866745,0.218500,0.155734,-0.013104,0.005468,0.098609,2,0,0,0.06,18.4,0,0
1.0068739616,0.2090498858,-0.220215,0.005048,-0.000566,0.099827,2,363219,0,0,0,0,1.905994,0.226397,0.159118,-0.013299,0.005106,0.098588,2,0,0,0.06,18.4,0,0
1.0068739616,0.2090498858,-0.229789,0.00627,-0.003467,0.099827,2,363239,0,0,0,0,1.945216,0.234427,0.162502,-0.013368,0.006325,0.098567,2,0,0,0.06,18.4,0,0
1.0068739616,0.2090498858,-0.253726,0.004743,-0.003162,0.099827,2,363260,0,0,0,0,1.964817,0.238491,0.164193,-0.013641,0.004696,0.098566,2,0,0,0.13,18.4,0,0
1.0068739616,0.2090498858,-0.253726,0.00459,0.000656,0.099827,2,363279,0,0,0,0,2.023577,0.250884,0.169269,-0.014095,0.004567,0.098596,2,0,0,0.13,18.4,0,0
1.0068739616,0.2090498858,-0.272875,0.007187,-0.001482,0.099827,2,363299,0,0,0,0,2.062715,0.259311,0.172653,-0.014317,0.007142,0.09858,2,0,0,0.13,18.4,0,0
1.0068739616,0.2090498858,-0.25971,0.006881,0.000656,0.099827,2,363319,0,0,0,0,2.101824,0.267871,0.176038,-0.014536,0.00687,0.098596,2,0,0,0.13,18.4,0,0
1.0068739616,0.2090498858,-0.274072,0.012837,-0.000718,0.099827,2,363339,0,0,0,0,2.140905,0.276564,0.179422,-0.014293,0.012837,0.098586,2,0,0,0.13,18.4,0,0
1.0068739616,0.2090498858,-0.272875,0.013142,0.000503,0.099827,2,363360,0,0,0,0,2.179955,0.285388,0.182806,-0.014406,0.013059,0.098595,2,0,0,0.18,18.4,0,0
1.0068739616,0.2090498858,-0.239364,0.018182,-0.008965,0.099827,2,363379,0,0,0,0,2.218976,0.294345,0.18619,-0.01402,0.018201,0.098527,2,0,0,0.18,18.4,0,0
1.0068739616,0.2090498858,-0.204656,0.01864,-0.011409,0.099827,2,363399,0,0,0,0,2.257966,0.303433,0.189573,-0.013705,0.018713,0.09851,2,0,0,0.18,18.4,0,0
1.0068739616,0.2090498858,-0.223805,0.01696,-0.004995,0.099827,2,363419,0,0,0,0,2.296925,0.312652,0.192955,-0.013765,0.016941,0.098556,2,0,0,0.18,18.4,0,0
1.0068739616,0.2090498858,-0.234577,0.023374,-0.008049,0.099827,2,363439,0,0,0,0,2.335853,0.322004,0.196338,-0.013247,0.023364,0.098533,2,0,0,0.18,18.4,0,0
1.0068739616,0.2090498858,-0.203459,0.025054,0.000045,0.099827,2,363460,0,0,0,0,2.374749,0.331486,0.199721,-0.013298,0.020419,0.098605,2,0,0,0.18,18.4,0,0
1.0068739616,0.2090498858,-0.23338,0.021084,-0.000871,0.099827,2,363479,0,0,0,0,2.413612,0.341102,0.203105,-0.013092,0.021005,0.098585,2,0,0,0.15,18.5,0,0
1.0068739616,0.2090498858,-0.20705,0.026276,0.003558,0.099827,2,363499,0,0,0,0,2.452443,0.350849,0.20649,-0.012558,0.026302,0.098617,2,0,0,0.15,18.5,0,0
1.0068739616,0.2090498858,-0.229789,0.026429,-0.004689,0.099827,2,363519,0,0,0,0,2.491240,0.360727,0.209875,-0.01251,0.026391,0.098557,2,0,0,0.15,18.5,0,0
1.0068739616,0.2090498858,-0.209444,0.023222,-0.004842,0.099827,2,363539,0,0,0,0,2.530004,0.370736,0.213258,-0.012588,0.023189,0.098557,2,0,0,0.15,18.5,0,0
1.0068739616,0.2090498858,-0.187901,0.032537,-0.005453,0.099827,2,363560,0,0,0,0,2.568734,0.380876,0.216641,-0.011612,0.032561,0.098552,2,0,0,-0.19,18.4,0,0
1.0068739616,0.2090498858,-0.201066,0.028414,-0.007591,0.099827,2,363579,0,0,0,0,2.607429,0.391147,0.220024,-0.011727,0.028332,0.098537,2,0,0,-0.19,18.4,0,0
1.0068739616,0.2090498858,-0.191491,0.032385,-0.008354,0.099827,2,363599,0,0,0,0,2.646090,0.401548,0.223406,-0.01117,0.032344,0.098531,2,0,0,-0.19,18.4,0,0
1.0068739616,0.2090498858,-0.148406,0.036355,-0.006522,0.099827,2,363619,0,0,0,0,2.684715,0.412081,0.22679,-0.010405,0.036384,0.098545,2,0,0,-0.19,18.4,0,0
1.0068739616,0.2090498858,-0.143618,0.031774,-0.001482,0.099827,2,363639,0,0,0,0,2.723304,0.422744,0.230173,-0.010392,0.03179,0.098581,2,0,0,-0.19,18.4,0,0
1.0068739616,0.2090498858,-0.092155,0.036508,-0.004231,0.099827,2,363660,0,0,0,0,2.761857,0.433538,0.233556,-0.009751,0.033126,0.098564,2,0,0,-0.19,18.4,0,0
1.0068739616,0.2090498858,-0.047873,0.031927,-0.00698,0.099827,2,363679,0,0,0,0,2.800373,0.444462,0.236939,-0.009001,0.031915,0.098543,2,0,0,-0.19,18.5,0,0
1.0068739616,0.2090498858,-0.044282,0.031468,-0.007591,0.099827,2,363699,0,0,0,0,2.838852,0.455515,0.240322,-0.00827,0.031448,0.098538,2,0,0,-0.19,18.5,0,0
1.0068739616,0.2090498858,-0.011968,0.029483,-0.008049,0.099827,2,363719,0,0,0,0,2.877293,0.466699,0.243704,-0.007613,0.029507,0.098535,2,0,0,-0.19,18.5,0,0
1.0068739616,0.2090498858,-0.00359,0.028109,-0.005758,0.099821,2,363739,0,0,0,0,2.915696,0.478013,0.247087,-0.006906,0.028117,0.098547,2,0,0,-0.19,18.5,0,0
1.0068739616,0.2090498858,-0.013165,0.025665,-0.002551,0.099821,2,363760,0,0,0,0,2.954061,0.489457,0.25047,-0.006451,0.025663,0.098569,2,0,0,-0.12,18.5,0,0
1.0068739616,0.2090498858,0.039495,0.025818,0.003252,0.099821,2,363779,0,0,0,0,2.992387,0.501031,0.253853,-0.005756,0.025873,0.098612,2,0,0,-0.12,18.5,0,0
1.0068739616,0.2090498858,0.045479,0.020015,-0.002551,0.099821,2,363799,0,0,0,0,3.030673,0.512735,0.257237,-0.005376,0.020053,0.09857,2,0,0,-0.12,18.5,0,0
1.0068739616,0.2090498858,0.019149,0.017113,-0.001787,0.099821,2,363819,0,0,0,0,3.068920,0.524568,0.260621,-0.005185,0.017107,0.098575,2,0,0,-0.12,18.5,0,0
1.0068739616,0.2090498858,0.015559,0.019709,-0.004536,0.099821,2,363839,0,0,0,0,3.107126,0.536531,0.264005,-0.004696,0.019784,0.098555,2,0,0,-0.12,18.5,0,0
1.0068739616,0.2090498858,0.041889,0.008256,-0.005605,0.099821,2,363860,0,0,0,0,3.145291,0.548623,0.267389,-0.004767,0.012891,0.098587,2,0,0,0.2,18.4,0,0
1.0068739616,0.2090498858,0.037101,0.006728,-0.004689,0.099821,2,363879,0,0,0,0,3.183416,0.560843,0.270772,-0.004928,0.006738,0.098554,2,0,0,0.2,18.4,0,0
1.0068739616,0.2090498858,0.02274,0.001078,-0.0053,0.099821,2,363899,0,0,0,0,3.221499,0.573193,0.274155,-0.005257,0.001068,0.09855,2,0,0,0.2,18.4,0,0
1.0068739616,0.2090498858,0.031117,0.003063,-0.0053,0.099821,2,363919,0,0,0,0,3.259540,0.585671,0.277538,-0.005034,0.003114,0.09855,2,0,0,0.2,18.4,0,0
1.0068739616,0.2090498858,0.016755,-0.002587,-0.003162,0.099821,2,363939,0,0,0,0,3.297538,0.598277,0.28092,-0.005455,-0.002619,0.098565,2,0,0,0.2,18.4,0,0
