Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,zero,zero,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),Rollref,Closestpoint,Error1,Error2
0.0000000000,0.0000000000,0.183113,0.012214,-0.007842,0.113817,1,2600750,0,0,0,0,1331914.655187,6414572.178098,2.304055,0.003372,0.008709,0.113428,1,0,0.00798,1,0.049701,0.937989
0.0000000000,0.0000000000,0.077793,0.010381,-0.002802,0.113817,1,2600760,0,0,0,0,1331914.648135,6414572.185204,2.305029,0.004238,0.012354,0.113432,1,0,0.007991,1,0.058051,0.938962
0.0000000000,0.0000000000,0.037101,0.007174,-0.011507,0.113822,1,2600770,0,0,0,0,1331914.641076,6414572.192304,2.306002,0.004159,0.010356,0.113456,1,0,0.008003,1,0.066406,0.939935
0.0000000000,0.0000000000,0.013165,0.012825,-0.00326,0.113827,1,2600800,0,0,0,0,1331914.619858,6414572.213562,2.308922,0.007693,0.016327,0.113453,1,0,0.008038,1,0.091503,0.942856
0.0000000000,0.0000000000,0.071809,0.00809,-0.005857,0.113827,1,2600810,0,0,0,0,1331914.612772,6414572.220634,2.309896,0.006849,0.012655,0.113461,1,0,0.008038,1,0.091503,0.942856
0.0000000000,0.0000000000,0.136437,0.011756,-0.001733,0.113848,1,2600840,0,0,0,0,1331914.598578,6414572.234757,2.311843,0.006589,0.011799,0.113486,1,0,0.008061,1,0.108261,0.944803
0.0000000000,0.0000000000,0.031117,0.009618,-0.005399,0.113863,1,2600849,0,0,0,0,1331914.591471,6414572.241809,2.312817,0.006011,0.009501,0.113489,1,0,0.008073,1,0.116648,0.945777
0.0000000000,0.0000000000,0.266891,0.019086,0.001168,0.113951,1,2600880,0,0,0,0,1331914.577235,6414572.255890,2.314766,0.007984,0.019168,0.113598,1,0,0.008096,1,0.133438,0.947725
0.0000000000,0.0000000000,0.141225,0.024431,0.001016,0.114007,1,2600890,0,0,0,0,1331914.570107,6414572.262921,2.31574,0.008357,0.024455,0.113655,1,0,0.008107,1,0.141841,0.948699
0.0000000000,0.0000000000,0.104123,0.024584,-0.001275,0.114172,1,2600920,0,0,0,0,1331914.555830,6414572.276959,2.317692,0.008025,0.024516,0.113709,1,0,0.008131,1,0.158663,0.950649
0.0000000000,0.0000000000,0.192688,0.026722,-0.006162,0.114213,1,2600929,0,0,0,0,1331914.548681,6414572.283968,2.318667,0.008436,0.026754,0.113793,1,0,0.008142,1,0.167083,0.951625
0.0000000000,0.0000000000,0.142422,0.02886,-0.004329,0.114285,1,2600959,0,0,0,0,1331914.534361,6414572.297965,2.320621,0.00859,0.028814,0.113913,1,0,0.008166,1,0.183938,0.953577
0.0000000000,0.0000000000,0.124469,0.03222,-0.005551,0.11429,1,2601010,0,0,0,0,1331914.520014,6414572.311932,2.322576,0.008695,0.032154,0.113914,1,0,-0.007422,2,-0.152953,0.955532
0.0000000000,0.0000000000,0.204656,0.032831,-0.002344,0.11429,1,2601040,0,0,0,0,1331914.498442,6414572.332831,2.325509,0.009669,0.030225,0.113908,1,0,-0.017595,2,-0.127599,0.958465
0.0000000000,0.0000000000,0.303992,0.03054,-0.00662,0.11429,1,2601050,0,0,0,0,1331914.491238,6414572.339784,2.326486,0.010023,0.032841,0.113925,1,0,-0.020787,2,-0.119137,0.959442
0.0000000000,0.0000000000,0.350668,0.02718,-0.000817,0.114295,1,2601099,0,0,0,0,1331914.476809,6414572.353667,2.328442,0.010884,0.027231,0.113934,1,0,-0.035632,2,-0.102197,0.961397
0.0000000000,0.0000000000,0.30878,0.029165,-0.006926,0.114295,1,2601109,0,0,0,0,1331914.469584,6414572.360598,2.329419,0.011477,0.029229,0.113912,1,0,-0.038397,2,-0.093719,0.962375
0.0000000000,0.0000000000,0.272875,0.020766,-0.006468,0.114295,1,2601139,0,0,0,0,1331914.455114,6414572.374439,2.331374,0.011291,0.020777,0.113914,1,0,-0.046376,2,-0.076748,0.96433
0.0000000000,0.0000000000,0.344684,0.018322,-0.006468,0.114295,1,2601149,0,0,0,0,1331914.447869,6414572.381349,2.332352,0.011605,0.018362,0.113914,1,0,-0.048928,2,-0.068255,0.965308
0.0000000000,0.0000000000,0.3387,0.017406,-0.005857,0.114295,1,2601180,0,0,0,0,1331914.433359,6414572.395147,2.334307,0.012635,0.014605,0.113895,1,0,-0.056315,2,-0.051253,0.967263
1.0068378333,0.2090600815,0.014362,0.012061,-0.010744,0.114295,1,2601190,0,0,0,0,1331914.426094,6414572.402036,2.335284,0.013108,0.01747,0.113916,1,0,-0.058681,2,-0.042744,0.96824
1.0068378333,0.2090600815,0.301599,0.009618,-0.00662,0.114295,1,2601220,0,0,0,0,1331914.411544,6414572.415792,2.33724,0.011549,0.009622,0.113913,1,0,-0.065533,2,-0.025711,0.970195
1.0068378333,0.2090600815,0.439233,0.011145,-0.010285,0.114295,1,2601230,0,0,0,0,1331914.404258,6414572.422659,2.338217,0.012449,0.011302,0.113899,1,0,-0.067726,2,-0.017187,0.971173
1.0068378333,0.2090600815,0.299205,0.010687,0.003001,0.114295,1,2601260,0,0,0,0,1331914.382362,6414572.443218,2.34115,0.013358,0.01072,0.113949,1,0,-0.074052,2,0.008416,0.974106
