Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,zero,zero,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),Rollref,Closestpoint,Error1,Error2
0.0000000000,0.0000000000,-0.551734,-0.070864,-0.061598,0.195612,1,2280264,0,0,0,0,1331914.624232,6414572.204017,2.314761,-0.005737,-0.078055,0.194881,1,0,0.008067,1,0.076675,0.947012
0.0000000000,0.0000000000,-0.423674,-0.050553,-0.072746,0.194583,1,2280273,0,0,0,0,1331914.616849,6414572.210813,2.316434,-0.007464,-0.071076,0.193755,1,0,0.008085,1,0.08528,0.948695
0.0000000000,0.0000000000,-0.2633,-0.031005,-0.088629,0.191473,1,2280302,0,0,0,0,1331914.602059,6414572.224377,2.31975,-0.006458,-0.030824,0.190553,1,0,0.00812,1,0.102506,0.95203
0.0000000000,0.0000000000,-0.300402,-0.016802,-0.110315,0.188665,1,2280332,0,0,0,0,1331914.587245,6414572.237910,2.323012,-0.006649,-0.016894,0.187676,1,0,0.008155,1,0.119754,0.955319
0.0000000000,0.0000000000,-0.412903,-0.018329,0.004986,0.185169,1,2280362,0,0,0,0,1331914.572403,6414572.251411,2.326228,-0.008654,-0.018481,0.184611,1,0,0.00819,1,0.13702,0.958556
0.0000000000,0.0000000000,-0.245348,-0.007945,0.029574,0.181271,1,2280392,0,0,0,0,1331914.557540,6414572.264884,2.329386,-0.007981,-0.00796,0.180813,1,0,0.008224,1,0.154305,0.961746
0.0000000000,0.0000000000,0.033511,0.030387,0.001321,0.177857,1,2280423,0,0,0,0,1331914.542657,6414572.278333,2.332478,-0.002903,0.030506,0.177305,1,0,0.008257,1,0.171604,0.964871
0.0000000000,0.0000000000,0.111304,-0.018635,-0.074274,0.176834,1,2280432,0,0,0,0,1331914.535209,6414572.285048,2.334,-0.005342,-0.018985,0.176008,1,0,0.008274,1,0.18026,0.966412
0.0000000000,0.0000000000,0.204656,-0.018635,-0.057322,0.173749,1,2280462,0,0,0,0,1331914.512826,6414572.305148,2.338505,-0.002538,-0.01826,0.172994,1,0,0.004065,2,-0.14752,0.970945
0.0000000000,0.0000000000,0.124469,-0.012526,-0.053962,0.172659,1,2280472,0,0,0,0,1331914.505350,6414572.311831,2.339989,-0.00126,-0.012276,0.171921,1,0,0.000143,2,-0.138848,0.972438
0.0000000000,0.0000000000,0.114895,-0.01726,-0.048312,0.169317,1,2280502,0,0,0,0,1331914.490380,6414572.325174,2.342931,-0.000314,-0.017124,0.16861,1,0,-0.010751,2,-0.121488,0.975398
0.0000000000,0.0000000000,0.082581,-0.019398,-0.002497,0.16472,1,2280543,0,0,0,0,1331914.475391,6414572.338492,2.345816,0.000279,-0.01929,0.167614,1,0,-0.023731,2,-0.104111,0.978311
0.0000000000,0.0000000000,0.076596,-0.021078,-0.027695,0.161728,1,2280572,0,0,0,0,1331914.460381,6414572.351784,2.348654,0.000682,-0.021001,0.161121,1,0,-0.032599,2,-0.086715,0.981188
0.0000000000,0.0000000000,0.014362,-0.040015,-0.054115,0.160797,1,2280582,0,0,0,0,1331914.452874,6414572.358426,2.350037,-0.000803,-0.040191,0.160097,1,0,-0.035416,2,-0.078017,0.982587
