Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,zero,zero,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),Rollref,Closestpoint,Error1,Error2
0.0000000000,0.0000000000,-0.368621,-0.016646,-0.069333,-0.038126,1,1529079,0,0,0,0,1331912.644649,6414572.195504,2.296891,-0.00923,-0.01803,-0.038266,1,0,0.007924,1,0.063558,0.930824
0.0000000000,0.0000000000,-0.367424,-0.014355,-0.068417,-0.038126,1,1529088,0,0,0,0,1331912.638132,6414572.203090,2.296562,-0.009871,-0.016745,-0.038257,1,0,0.007925,1,0.071482,0.930495
0.0000000000,0.0000000000,-0.379392,-0.010996,-0.074678,-0.038126,1,1529118,0,0,0,0,1331912.625104,6414572.218268,2.295906,-0.010716,-0.011059,-0.038277,1,0,0.007925,1,0.079403,0.930167
0.0000000000,0.0000000000,-0.420084,-0.014203,-0.076053,-0.038126,1,1529168,0,0,0,0,1331912.612086,6414572.233455,2.295249,-0.01233,-0.014306,-0.038282,1,0,0.007925,1,0.095241,0.92951
0.0000000000,0.0000000000,-0.442823,-0.008399,-0.075442,-0.038126,1,1529178,0,0,0,0,1331912.605581,6414572.241052,2.29492,-0.012562,-0.008447,-0.038279,1,0,0.007926,1,0.103157,0.929182
0.0000000000,0.0000000000,-0.423674,-0.007483,-0.075136,-0.038126,1,1529208,0,0,0,0,1331912.592578,6414572.256251,2.294263,-0.013451,-0.007564,-0.038279,1,0,0.007926,1,0.118982,0.928525
0.0000000000,0.0000000000,-0.367424,-0.007025,-0.082772,-0.038126,1,1529218,0,0,0,0,1331912.586081,6414572.263854,2.293935,-0.013566,-0.007045,-0.038307,1,0,0.007927,1,0.126892,0.928196
0.0000000000,0.0000000000,-0.356652,-0.007025,-0.08323,-0.038126,1,1529248,0,0,0,0,1331912.573093,6414572.279067,2.293277,-0.013733,-0.007037,-0.038309,1,0,0.007927,1,0.142705,0.927539
0.0000000000,0.0000000000,-0.450004,-0.000305,-0.076664,-0.038126,1,1529258,0,0,0,0,1331912.566603,6414572.286677,2.292948,-0.013706,-0.000321,-0.038284,1,0,0.007928,1,0.150609,0.92721
0.0000000000,0.0000000000,-0.472744,-0.001374,-0.073151,-0.038126,1,1529298,0,0,0,0,1331912.553630,6414572.301902,2.292291,-0.014763,-0.001469,-0.038271,1,0,0.007928,1,0.16641,0.926553
0.0000000000,0.0000000000,-0.336306,0.006567,-0.078802,-0.038126,1,1529328,0,0,0,0,1331912.540667,6414572.317136,2.291634,-0.013807,0.006575,-0.038293,1,0,0.00779,2,-0.171564,0.925896
0.0000000000,0.0000000000,-0.252529,0.00168,-0.088423,-0.038126,1,1529338,0,0,0,0,1331912.534190,6414572.324756,2.291306,-0.013659,0.001702,-0.038329,1,0,0.003674,2,-0.163671,0.925567
0.0000000000,0.0000000000,-0.307583,0.003054,-0.09163,-0.038126,1,1529368,0,0,0,0,1331912.521242,6414572.340003,2.290648,-0.013154,0.003074,-0.03834,1,0,-0.007681,2,-0.14789,0.92491
0.0000000000,0.0000000000,-0.332716,-0.001222,-0.083383,-0.038126,1,1529398,0,0,0,0,1331912.508305,6414572.355259,2.28999,-0.013366,-0.001219,-0.03831,1,0,-0.017897,2,-0.132117,0.924252
0.0000000000,0.0000000000,-0.333913,0.003207,-0.071777,-0.038126,1,1529438,0,0,0,0,1331912.495377,6414572.370523,2.289333,-0.012961,0.003197,-0.038267,1,0,-0.030251,2,-0.116353,0.923594
0.0000000000,0.0000000000,-0.223805,0.002749,-0.067653,-0.038121,1,1529468,0,0,0,0,1331912.482459,6414572.385795,2.288676,-0.012029,0.00282,-0.038248,1,0,-0.038791,2,-0.100596,0.922937
