Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,zero,zero,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),Rollref,Closestpoint,Error1,Error2
1.0068445819,0.2090537081,-0.095746,0.001676,-0.000359,0.112773,1,2782626,0,863,0,0,1331893.914367,6414593.555756,-2.79845,-0.000874,-0.001365,0.112424,1.152297,0,0.014084,69,1.239526,1.184583
1.0068445819,0.2090537081,-0.082581,0.00076,0.002085,0.112773,1,2782635,0,863,0,0,1331893.903677,6414593.551428,-2.797485,-0.000866,0.001672,0.11242,1.149653,0,0.014035,69,1.250405,1.185548
1.0068445819,0.2090537081,-0.092155,-0.005043,0.003459,0.112773,1,2782665,0,863,0,0,1331893.882383,6414593.542768,-2.795555,-0.001672,-0.005135,0.112434,1.144502,0,0.013941,69,1.272101,1.187478
1.0068445819,0.2090537081,-0.090958,0.00244,-0.000664,0.112773,1,2782674,0,863,0,0,1331893.871779,6414593.538436,-2.79459,-0.001242,0.002505,0.112419,1.141993,0,0.013896,69,1.282918,1.188443
1.0068445819,0.2090537081,-0.099336,0.002745,-0.00265,0.112773,1,2782705,0,863,0,0,1331893.850654,6414593.529766,-2.792661,-0.001523,0.002716,0.112412,1.137106,0,0.013808,69,1.304493,1.190372
1.0068445819,0.2090537081,-0.094549,0.008701,-0.004635,0.112773,1,2782715,0,863,0,0,1331893.840132,6414593.525428,-2.791696,-0.001176,0.008742,0.112405,1.134725,0,0.013765,69,1.315252,1.191337
1.0068445819,0.2090537081,-0.110107,0.008243,-0.001428,0.112773,1,2782745,0,863,0,0,1331893.819167,6414593.516747,-2.789767,-0.00151,0.008203,0.112416,1.130088,0,0.013683,69,1.336712,1.193266
1.0068445819,0.2090537081,-0.077793,0.012214,-0.005399,0.112773,1,2782755,0,863,0,0,1331893.808723,6414593.512403,-2.788802,-0.00119,0.012246,0.112402,1.127829,0,0.013644,69,1.347415,1.194231
1.0068445819,0.2090537081,-0.039495,0.00809,-0.002955,0.112773,1,2782785,0,863,0,0,1331893.787912,6414593.503708,-2.786873,-0.001155,0.008108,0.11241,1.123429,0,0.013568,69,1.368768,1.19616
1.0068445819,0.2090537081,-0.069416,0.011603,-0.006926,0.112773,1,2782824,0,863,0,0,1331893.767199,6414593.495003,-2.784944,-0.00087,0.011585,0.112396,1.119181,0,0.013495,69,1.390052,1.19809
1.0068445819,0.2090537081,-0.034708,0.013894,-0.005093,0.112773,1,2782834,0,863,0,0,1331893.756878,6414593.490647,-2.783979,-0.000534,0.013929,0.112403,1.117112,0,0.01346,69,1.40067,1.199054
1.0068445819,0.2090537081,-0.002394,0.013588,-0.004177,0.112773,1,2782874,0,863,0,0,1331893.736308,6414593.481927,-2.78205,-0.000022,0.013613,0.112406,1.113081,0,0.013393,69,1.421857,1.200983
1.0068445819,0.2090537081,0.053857,0.00809,-0.002191,0.112794,1,2782905,0,863,0,0,1331893.715830,6414593.473195,-2.780121,0.000447,0.008157,0.112433,1.109189,0,0.013328,69,1.442981,1.202912
1.0068445819,0.2090537081,0.095746,0.002898,-0.001428,0.112804,1,2782914,0,863,0,0,1331893.705624,6414593.468824,-2.779156,0.000602,0.002934,0.112445,1.107293,0,0.013297,69,1.453521,1.203877
1.0068445819,0.2090537081,0.0754,0.006563,-0.000817,0.112815,1,2782945,0,863,0,0,1331893.685278,6414593.460073,-2.777226,0.001617,0.00662,0.112458,1.1036,0,0.013238,69,1.474558,1.205807
1.0068445819,0.2090537081,0.020346,-0.0026,-0.008147,0.112815,1,2782954,0,863,0,0,1331893.675137,6414593.455693,-2.776261,0.000992,-0.002694,0.112432,1.101801,0,0.013209,69,1.485055,1.206772
1.0068445819,0.2090537081,0.005984,-0.001683,-0.005551,0.112815,1,2782984,0,863,0,0,1331893.654918,6414593.446922,-2.774331,0.00106,-0.001677,0.112442,1.098297,0,0.013154,69,1.506008,1.208702
1.0068445819,0.2090537081,0.031117,-0.001225,-0.001275,0.112815,1,2783025,0,863,0,0,1331893.624743,6414593.433739,-2.771436,0.001216,-0.001087,0.112457,1.093266,0,0.013077,69,1.53734,1.211597
1.0068445819,0.2090537081,0.031117,-0.005807,-0.003413,0.112815,1,2783034,0,863,0,0,1331893.614724,6414593.429338,-2.770471,0.000955,-0.005834,0.112449,1.091647,0,0.013052,69,1.547759,1.212562
1.0068445819,0.2090537081,-0.009575,-0.005196,0.001779,0.112815,1,2783065,0,863,0,0,1331893.594744,6414593.420523,-2.768541,0.000883,-0.005042,0.112455,1.088492,0,0.013005,69,1.56856,1.214492
1.0068445819,0.2090537081,-0.009575,-0.005196,0.001779,0.112815,1,2783074,0,863,0,0,1331893.584782,6414593.416110,-2.767576,0.000791,-0.0052,0.112469,1.086956,0,0.012983,69,1.578943,1.215457
1.0068445819,0.2090537081,0.001197,-0.009319,-0.002039,0.112815,1,2783104,0,863,0,0,1331893.555008,6414593.402846,-2.76468,0.000269,-0.009306,0.112454,1.082505,0,0.012918,69,1.610024,1.218352
1.0068445819,0.2090537081,-0.021543,-0.002752,0.001168,0.112815,1,2783114,0,863,0,0,1331893.545119,6414593.398416,-2.763715,0.000664,-0.00268,0.112466,1.081073,0,0.012898,69,1.620363,1.219318
1.0068445819,0.2090537081,-0.039495,-0.008708,0.000252,0.112815,1,2783144,0,863,0,0,1331893.515557,6414593.385101,-2.76082,-0.000349,-0.008732,0.112463,1.076923,0,0.012841,69,1.651317,1.222213
1.0068445819,0.2090537081,-0.045479,-0.001072,0.000405,0.112815,1,2783154,0,863,0,0,1331893.505737,6414593.380654,-2.759855,0.000101,-0.000996,0.112464,1.075588,0,0.012823,69,1.661615,1.223178
1.0068384238,0.2090612508,-0.087368,-0.002752,-0.004788,0.112815,1,2783185,0,1,0,0,1331893.486147,6414593.371747,-2.757924,-0.000294,-0.003373,0.112456,1.072986,0,0.012789,69,1.682182,1.225108
1.0068384238,0.2090612508,-0.087368,-0.002752,-0.004788,0.112815,1,2783195,0,1,0,0,1331893.476377,6414593.367286,-2.756959,-0.000518,-0.002788,0.112445,1.071719,0,0.012772,69,1.692452,1.226073
1.0068384238,0.2090612508,-0.107714,-0.002752,-0.005857,0.112815,1,2783225,0,1,0,0,1331893.456884,6414593.358351,-2.755029,-0.00113,-0.002799,0.112441,1.06925,0,0.012741,69,1.712964,1.228004
1.0068384238,0.2090612508,-0.02992,0.002135,-0.002497,0.112815,1,2783235,0,1,0,0,1331893.447161,6414593.353876,-2.754064,-0.000673,0.002211,0.112453,1.068048,0,0.012726,69,1.723207,1.228968
1.0068384238,0.2090612508,-0.009575,0.004273,-0.003413,0.112815,1,2783265,0,1,0,0,1331893.427761,6414593.344912,-2.752134,-0.000208,0.004294,0.112449,1.065706,0,0.012697,69,1.743667,1.230898
