1,0,0,0,0,0,0.01
0,1,0.024,0,0,0.010224,0
0,0,1,0,0,0.020596,0
0,0,0,1,0.01,0,0
0,0,0,0.17565,1,0.088875,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,0,0,0.019481,0.01,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-22.281,0,-0.77012,0
0,0,0,0,1,0,0
0,0,0,0,0,2.0596,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,-1.3831,0,0,0,0
0.22269,0,0,0,0,0,0.0096335
0,0.24561,0,0,3.7344e-05,0.010146,0
0,0.22013,0,0,7.523e-05,0.020439,0
0,0,-6.2401e-05,0.01,0,-4.7695e-05,0
0,0,-2.2005e-05,1,0.0003246,0.088189,0
0,0,-0.00012426,0,0.0036526,0.99238,0
6.9691e-05,0,0,0,0,0,0.8541
