Time,X,Y,Psi,Roll,Rollrate,Delta,Velocity
2.82,2.39285869366998,-6.72328836120002,-1.228646874123,-1.43845143185152e-05,0.000128116561378619,8.49308964813089e-05,2.4
2.825,2.39688524559677,-6.73459264709435,-1.228646874123,-1.37563587974327e-05,0.000123124560689901,8.08664882492227e-05,2.4
2.83,2.40091177795116,-6.74589693996029,-1.22864512488603,-1.31534787189654e-05,0.000118006009801498,7.68020800171364e-05,2.4
2.835,2.40493831022143,-6.7572012328562,-1.22864512488603,-1.25770596639971e-05,0.000112538872945641,7.26190562536169e-05,2.4
2.84,2.40896482234809,-6.76850553292714,-1.22864354307018,-1.20283164431416e-05,0.000106935266133172,6.84360324900974e-05,2.4
2.845,2.41299133200266,-6.77980983387862,-1.22864354307018,-1.15083395064343e-05,0.000101031282118856,6.41658790404966e-05,2.4
2.85,2.41701782109403,-6.79111414215454,-1.22864213356147,-1.10182448715759e-05,9.49819027526653e-05,5.98957255908959e-05,2.4
2.855,2.42104430628302,-6.80241845182045,-1.22864213356147,-1.05573725368971e-05,8.93441862350532e-05,5.59276398325285e-05,2.4
2.86,2.42507077236342,-6.81372276829264,-1.22864089994895,-1.01250304883461e-05,8.35693657504029e-05,5.19595540741611e-05,2.4
2.865,2.42909723397656,-6.82502708635601,-1.22864089994895,-9.72057659493389e-06,7.81906716189447e-05,4.8280611471443e-05,2.4
2.87,2.43312367787348,-6.83633141072967,-1.22863982978983,-9.3433380461926e-06,7.26828248657337e-05,4.46016688687249e-05,2.4
2.875,2.43715011681761,-6.84763573686744,-1.22863982978983,-8.99269051559522e-06,6.75559373724112e-05,4.11993295561999e-05,2.4
2.88,2.44117653937752,-6.85894006884103,-1.22863891117374,-8.66798028918374e-06,6.23075191578298e-05,3.77969902436749e-05,2.4
2.885,2.44520295657445,-6.87024440272482,-1.22863891117374,-8.36860039128191e-06,5.74254074218085e-05,3.46591715039528e-05,2.4
2.89,2.44922935866096,-6.88154874199068,-1.22863813270683,-8.09391569896734e-06,5.24290713345822e-05,3.15213527642307e-05,2.4
2.895,2.45325575504593,-6.89285308328733,-1.22863813270683,-7.84333624229555e-06,4.77848456549292e-05,2.86363903850309e-05,2.4
2.9,2.45728213753813,-6.90415742953231,-1.22863748349297,-7.61624509776138e-06,4.30333988100688e-05,2.57514280058311e-05,2.4
2.905,2.46130851405702,-6.91546177790487,-1.22863748349297,-7.4120712255447e-06,3.86193990516355e-05,2.31075709360765e-05,2.4
2.91,2.46533487784419,-6.9267661308122,-1.22863695311649,-7.23021785514721e-06,3.41048677483511e-05,2.04637138663219e-05,2.4
2.915,2.46936123545081,-6.9380704859209,-1.22863695311649,-7.07012799410393e-06,2.99153974174229e-05,1.80506111368153e-05,2.4
2.92,2.47338758143692,-6.94937484516855,-1.22863653164578,-6.93121994931658e-06,2.56318278117191e-05,1.56375084073087e-05,2.4
2.925,2.47741392109731,-6.96067920666928,-1.22863653164578,-6.81295273896852e-06,2.16604039831412e-05,1.34446638117318e-05,2.4
2.93,2.48144025019786,-6.97198357193117,-1.22863620957562,-6.71476174586865e-06,1.76010438838968e-05,1.1251819216155e-05,2.4
2.935,2.4854665728853,-6.98328793947723,-1.22863620957562,-6.6361216819849e-06,1.38413130884352e-05,9.26909864911679e-06,2.4
2.94,2.48949288602476,-6.99459231042404,-1.22863597783312,-6.57648464980242e-06,9.99955009671078e-06,7.28637808207864e-06,2.4
2.945,2.49351919271832,-7.0058966836667,-1.22863597783312,-6.53534074380184e-06,6.44528599120236e-06,5.50399709203351e-06,2.4
2.95,2.49754549082866,-7.01720105996646,-1.22863582776286,-6.51215843706032e-06,2.81464473446822e-06,3.72161610198839e-06,2.4
2.955,2.50157178251186,-7.02850543855539,-1.22863582776286,-6.50644290143451e-06,-5.40254442721181e-07,2.1301277994619e-06,2.4
2.96,2.50559806653108,-7.039809819874,-1.22863575111244,-6.51767863915245e-06,-3.96611527759245e-06,5.3863949693542e-07,2.4
2.965,2.50962434419049,-7.05111420345779,-1.22863575111244,-6.54538560009105e-06,-7.1276291053638e-06,-8.71077001897058e-07,2.4
2.97,2.51365061506127,-7.06241858945947,-1.22863574001862,-6.58906398140321e-06,-1.03549195719241e-05,-2.28079350072954e-06,2.4
2.975,2.5176768796853,-7.07372297768606,-1.22863574001862,-6.64824821719866e-06,-1.3328907756601e-05,-3.51754414910584e-06,2.4
2.98,2.52170313835362,-7.08502736803387,-1.22863578699385,-6.72245387226585e-06,-1.63637093408667e-05,-4.75429479748214e-06,2.4
2.985,2.52572939093122,-7.096331760551,-1.22863578699385,-6.8112295765265e-06,-1.91559139422718e-05,-5.82658123491108e-06,2.4
2.99,2.52975563834511,-7.10763615490728,-1.22863588491332,-6.91410594178781e-06,-2.2004182152482e-05,-6.89886767234003e-06,2.4
2.995,2.5337818798646,-7.11894055136293,-1.22863588491332,-7.0306455105381e-06,-2.46202297302718e-05,-7.8148974052657e-06,2.4
3,2.53780811697286,-7.13024494938972,-1.22863602700242,-7.16039362740819e-06,-2.72877965896001e-05,-8.73092713819137e-06,2.4
3.005,2.54183434841964,-7.14154934943293,-1.22863602700242,-7.30292870934428e-06,-2.97340999921973e-05,-9.49910886669114e-06,2.4
3.01,2.54586057616716,-7.15285375079369,-1.22863620682462,-7.4578128390021e-06,-3.22275981306542e-05,-1.02672905951909e-05,2.4
3.015,2.54988679935748,-7.16415815377756,-1.22863620682462,-7.62303363942256e-06,-3.38652751603544e-05,-1.05475404074977e-05,2.4
3.02,2.55391302119822,-7.1754625572421,-1.22863641828976,-7.79651083442691e-06,-3.55302777944777e-05,-1.08277902198045e-05,2.4
3.025,2.55793924036106,-7.18676696166042,-1.22863641828976,-7.97634772572083e-06,-3.64059513490562e-05,-1.06669119881328e-05,2.4
3.03,2.56196546029862,-7.19807136580281,-1.22863664129896,-8.1605849178587e-06,-3.72904628527759e-05,-1.05060337564612e-05,2.4
3.035,2.56599167944482,-7.20937577022704,-1.22863664129896,-8.34743790770616e-06,-3.74493454623184e-05,-9.9485677125215e-06,2.4
3.04,2.57001790127557,-7.22068017369514,-1.22863685768125,-8.535064463338e-06,-3.7599900182678e-05,-9.39110166858179e-06,2.4
3.045,2.57404412419789,-7.23198457677447,-1.22863685768125,-8.72178849682994e-06,-3.70856754327865e-05,-8.47932515220138e-06,2.4
3.05,2.57807035151096,-7.24328897828996,-1.22863705110041,-8.90588092293822e-06,-3.65472178294493e-05,-7.56754863582097e-06,2.4
3.055,2.58209658178482,-7.25459337875092,-1.22863705110041,-9.08577047072017e-06,-3.54021138431394e-05,-6.34158190807644e-06,2.4
3.06,2.58612281796245,-7.26589777710917,-1.22863720696166,-9.25983737886086e-06,-3.42180753352021e-05,-5.1156151803319e-06,2.4
3.065,2.59014905894683,-7.27720217375542,-1.22863720696166,-9.42661167763873e-06,-3.24828983638541e-05,-3.61350205809466e-06,2.4
3.07,2.59417530716481,-7.2885065678253,-1.22863731232288,-9.58457919813156e-06,-3.06952332152992e-05,-2.11138893585741e-06,2.4
3.075,2.59820156200343,-7.29981095953713,-1.22863731232288,-9.73236783682087e-06,-2.8409400517936e-05,-3.69174557156984e-07,2.4
3.08,2.60222782523186,-7.31111534826078,-1.22863735580906,-9.86856537478141e-06,-2.6058620914104e-05,1.37303982154344e-06,2.4
3.085,2.60625409872741,-7.3224197333276,-1.22863735580906,-9.98830556642901e-06,-2.18188667912235e-05,4.09909108487762e-06,2.4
3.09,2.61028038535052,-7.33372411371878,-1.22863732752993,-1.00865688785496e-05,-1.74675507117725e-05,6.8251423482118e-06,2.4
3.095,2.61430668572469,-7.34502848921224,-1.22863732752993,-1.01622106197893e-05,-1.27689603295542e-05,9.67737197099596e-06,2.4
3.1,2.61833299983404,-7.35633285981359,-1.22863718695928,-1.02140574323362e-05,-7.94922656842921e-06,1.25296015937801e-05,2.4
3.105,2.62235932949754,-7.36763722487497,-1.22863718695928,-1.02410577956446e-05,-2.82929894668583e-06,1.5477319201858e-05,2.4
3.11,2.62638567335604,-7.37894158488043,-1.22863692889957,-1.02421351019789e-05,2.42038034713874e-06,1.84250368099358e-05,2.4
3.115,2.63041203448854,-7.39024593873329,-1.22863692889957,-1.02163248300337e-05,7.92663285088287e-06,2.14399535122196e-05,2.4
3.12,2.63443841013963,-7.40155028741494,-1.22863654941746,-1.01626406747493e-05,1.3570346640764e-05,2.44548702145035e-05,2.4
3.125,2.6384648046962,-7.41285462936283,-1.22863654941746,-1.00802031113196e-05,1.94287233799762e-05,2.75101136971098e-05,2.4
3.13,2.64249121396554,-7.42415896607029,-1.22863604574489,-9.9681140012941e-06,2.54314045030407e-05,3.05653571797161e-05,2.4
3.135,2.64651764367764,-7.43546329549638,-1.22863604574489,-9.82557565879929e-06,3.16089800978119e-05,3.36356869630731e-05,2.4
3.14,2.65054408817515,-7.44676761965612,-1.22863541622071,-9.65177478682101e-06,3.79368793170301e-05,3.67060167464302e-05,2.4
3.145,2.65457055455373,-7.4580719360221,-1.22863541622071,-9.4459924549737e-06,4.44019735361117e-05,3.97677615740462e-05,2.4
3.15,2.65859703567636,-7.46937624713641,-1.22863466022349,-9.20749696310986e-06,5.10226277654867e-05,4.28295064016621e-05,2.4
3.155,2.66262354001501,-7.48068054998138,-1.22863466022349,-8.93564512586768e-06,5.77447758807071e-05,4.58605036796973e-05,2.4
3.16,2.66665005894963,-7.49198484762737,-1.22863377810687,-8.62978367462057e-06,6.46269769470089e-05,4.88915009577324e-05,2.4
3.165,2.67067660068581,-7.50328913715156,-1.22863377810687,-8.29248878483686e-06,7.03131361152774e-05,5.11890078522673e-05,2.4
3.17,2.67470315348578,-7.51459342273487,-1.22863277113738,-7.92643172245607e-06,7.6132271779488e-05,5.34865147468023e-05,2.4
3.175,2.67872972710644,-7.52589770090189,-1.22863277113738,-7.53405708802195e-06,8.08355081644646e-05,5.51086473525396e-05,2.4
3.18,2.68275630853856,-7.53720197628648,-1.22863166952898,-7.11789819119759e-06,8.56463287494891e-05,5.6730779958277e-05,2.4
3.185,2.68678290874254,-7.54850624498451,-1.22863166952898,-6.68027158351856e-06,8.94182786500488e-05,5.77330519033848e-05,2.4
3.19,2.69080951377302,-7.55981051196333,-1.22863050110169,-6.22357641383728e-06,9.32740356810385e-05,5.87353238484926e-05,2.4
3.195,2.69483613547294,-7.57111477300445,-1.22863050110169,-5.75000536815126e-06,9.61646419959766e-05,5.91705788284025e-05,2.4
3.2,2.69886275926886,-7.58241903329896,-1.2286292913888,-5.26182790104176e-06,9.91168202650444e-05,5.96058338083125e-05,2.4
3.205,2.70288939759179,-7.59372328841888,-1.2286292913888,-4.76111630259074e-06,0.000101174619795809,5.95244802093136e-05,2.4
3.21,2.70691603552297,-7.60502754367835,-1.22862806374689,-4.25001405445306e-06,0.000103273233697908,5.94431266103147e-05,2.4
3.215,2.71094268581112,-7.61633179453619,-1.22862806374689,-3.73047773385195e-06,0.000104544870314989,5.88929445257894e-05,2.4
3.22,2.71496933344985,-7.62763604633777,-1.2286268394561,-3.20452981663604e-06,0.000105837966961282,5.83427624412641e-05,2.4
3.225,2.71899599125965,-7.63894029451634,-1.2286268394561,-2.67401445719193e-06,0.000106368751700458,5.73692866652412e-05,2.4
3.23,2.72302264438164,-7.65024454436475,-1.22862563782841,-2.14083664641425e-06,0.00010690298658527,5.63958108892183e-05,2.4
3.235,2.72704930368068,-7.66154879201284,-1.22862563782841,-1.61018768877514e-06,0.000105348736080784,5.42932295413401e-05,2.4
3.24,2.73107595285465,-7.67285304326756,-1.22862447630013,-1.08742762645152e-06,0.000103747311280648,5.2190648193462e-05,2.4
3.245,2.73510260432794,-7.68415729370324,-1.22862447630013,-5.74146503725853e-07,0.000101554829183894,4.97949227671188e-05,2.4
3.25,2.7391292442645,-7.69546154824838,-1.22862340138141,-7.19820476610888e-08,9.930047966252e-05,4.73991973407755e-05,2.4
3.255,2.74315588420356,-7.70676580279263,-1.22862340138141,4.17581415656793e-07,9.65123461778379e-05,4.47493215458375e-05,2.4
3.26,2.74718251138203,-7.71807006188227,-1.22862242514741,8.930162953602e-07,9.36488366899482e-05,4.20994457508994e-05,2.4
3.265,2.75120913631205,-7.72937432177281,-1.22862242514741,1.35293961625586e-06,9.03058682922007e-05,3.9232172513121e-05,2.4
3.27,2.75523574743458,-7.74067858658163,-1.22862155806711,1.79592931657262e-06,8.68751374272979e-05,3.63648992753426e-05,2.4
3.275,2.7592623541117,-7.75198285297391,-1.22862155806711,2.22070047735412e-06,8.30168181830245e-05,3.3315041336046e-05,2.4
3.28,2.76328894610207,-7.76328712459764,-1.22862080909555,2.62593307263185e-06,7.90594216579e-05,3.02651833967494e-05,2.4
3.285,2.76731553151187,-7.77459139856537,-1.22862080909555,3.01043682619581e-06,7.47238559083329e-05,2.70656425738474e-05,2.4
3.29,2.77134210151411,-7.78589567802127,-1.22862018575375,3.37299013706272e-06,7.02789193372624e-05,2.38661017509455e-05,2.4
3.295,2.7753686628696,-7.79719996055713,-1.22862018575375,3.71249403691119e-06,6.55028636904445e-05,2.05479409187162e-05,2.4
3.3,2.77939520824629,-7.80850424878458,-1.22861969420746,4.02782182519452e-06,6.06081165561782e-05,1.72297800864869e-05,2.4
3.305,2.78342174298556,-7.81980854080105,-1.22861969420746,4.317962330107e-06,5.54269093868127e-05,1.38222376981892e-05,2.4
3.31,2.78744826131559,-7.83111283866238,-1.22861933934286,4.581880049541e-06,5.01186139499075e-05,1.04146953098915e-05,2.4
3.315,2.79147476709925,-7.84241714099266,-1.22861933934286,4.81864893665591e-06,4.45665131001952e-05,6.94542087314511e-06,2.4
3.32,2.79550125617638,-7.85372144927365,-1.22861912484177,5.02732185776781e-06,3.88798114453684e-05,3.47614643639872e-06,2.4
3.325,2.79952773166202,-7.86502576239579,-1.22861912484177,5.20854215802658e-06,3.35872002035614e-05,2.93544602640716e-07,2.4
3.33,2.80355419182162,-7.8763300809769,-1.22861905324705,5.36298368654274e-06,2.81679062115675e-05,-2.88905723111729e-06,2.4
3.335,2.80758063812529,-7.88763440449331,-1.22861905324705,5.49127324268312e-06,2.31280746272747e-05,-5.7972175283552e-06,2.4
3.34,2.8116070704245,-7.89893873299791,-1.22861911275008,5.59406688511386e-06,1.79691632435125e-05,-8.7053778255931e-06,2.4
3.345,2.81563348867878,-7.91024306650509,-1.22861911275008,5.67197489435565e-06,1.31754147493482e-05,-1.13509786534868e-05,2.4
3.35,2.81965989419296,-7.92154740455007,-1.22861929204607,5.72563560231309e-06,8.26988378575734e-06,-1.39965794813805e-05,2.4
3.355,2.82368628554479,-7.93285174763943,-1.22861929204607,5.75564314653659e-06,3.71567526640631e-06,-1.63910885567183e-05,2.4
3.36,2.82771266536567,-7.94415609483589,-1.22861958031965,5.76261855468609e-06,-9.43311547887987e-07,-1.87855976320561e-05,2.4
3.365,2.83173903097471,-7.9554604470943,-1.22861958031965,5.74714010141274e-06,-5.26440833545916e-06,-2.09401026357402e-05,2.4
3.37,2.83576538620855,-7.96676480304813,-1.22861996722787,5.70981183205796e-06,-9.68356133553528e-06,-2.30946076394242e-05,2.4
3.375,2.8397917272455,-7.97806916405856,-1.22861996722787,5.65119643331933e-06,-1.37778619103923e-05,-2.50198293472675e-05,2.4
3.38,2.84381805901137,-7.98937352837113,-1.22862044288447,5.57188128333337e-06,-1.79637681225614e-05,-2.69450510551109e-05,2.4
3.385,2.84784437658976,-8.0006778977369,-1.22862044288447,5.47228633001702e-06,-2.18886539371788e-05,-2.8678974967843e-05,2.4
3.39,2.85187068581829,-8.01198227007668,-1.22862099784481,5.35285101574819e-06,-2.59002060339238e-05,-3.04128988805752e-05,2.4
3.395,2.85589698093049,-8.0232866474443,-1.22862099784481,5.2141091349993e-06,-2.9609992705658e-05,-3.19362426593833e-05,2.4
3.4,2.85992326870688,-8.03459102742472,-1.22862162422896,5.05661726674846e-06,-3.34004783893546e-05,-3.34595864381913e-05,2.4
3.405,2.8639495425498,-8.04589541236782,-1.22862162422896,4.88089367376333e-06,-3.69014526999397e-05,-3.47822361856144e-05,2.4
3.41,2.86797581002337,-8.05719979957948,-1.22862231336269,4.68747840762906e-06,-4.04774093062741e-05,-3.61048859330374e-05,2.4
3.415,2.87200206379848,-8.0685041916701,-1.22862231336269,4.47687620510608e-06,-4.37750504397533e-05,-3.72360199180611e-05,2.4
3.42,2.87602831212649,-8.07980858570079,-1.22862305697902,4.2496126879716e-06,-4.71421815281005e-05,-3.83671539030847e-05,2.4
3.425,2.88005454704057,-8.09111298450907,-1.22862305697902,4.00617842393286e-06,-5.02422251107264e-05,-3.93158452576547e-05,2.4
3.43,2.88408077738612,-8.10241738494451,-1.22862384718902,3.74708396496303e-06,-5.34064910338541e-05,-4.02645366122247e-05,2.4
3.435,2.88810699464845,-8.11372179003971,-1.22862384718902,3.47280595207856e-06,-5.63145735203671e-05,-4.1039560973178e-05,2.4
3.44,2.89213320817856,-8.1250261964642,-1.22862467647752,3.1838401412437e-06,-5.92818273316971e-05,-4.18145853341313e-05,2.4
3.445,2.89615940899956,-8.13633060741519,-1.22862467647752,2.88064948582498e-06,-6.20034874053863e-05,-4.24244303970962e-05,2.4
3.45,2.90018560688379,-8.14763501941215,-1.22862553769084,2.56371521505808e-06,-6.47794765935686e-05,-4.3034275460061e-05,2.4
3.455,2.90421179247368,-8.15893943578788,-1.22862553769084,2.23348683022825e-06,-6.73201566241437e-05,-4.34871502030844e-05,2.4
3.46,2.9082379758827,-8.17024385294034,-1.22862642402489,1.8904312985031e-06,-6.99105248921659e-05,-4.39400249461077e-05,2.4
3.465,2.9122641474502,-8.18154827431028,-1.22862642402489,1.53498490106731e-06,-7.22755724374792e-05,-4.42438685297945e-05,2.4
3.47,2.9162903175545,-8.19285269620134,-1.22862732901376,1.16760060298982e-06,-7.46858615126905e-05,-4.45477121134814e-05,2.4
3.475,2.92031647717139,-8.20415712182759,-1.22862732901376,7.90360617820895e-07,-7.6214249873534e-05,-4.4350622929723e-05,2.4
3.48,2.92434263773738,-8.21546154711581,-1.22862824651855,4.0541719965735e-07,-7.77673483526348e-05,-4.41535337459647e-05,2.4
3.485,2.92836878997058,-8.22676597537181,-1.22862824651855,1.47335557179979e-08,-7.85070423461305e-05,-4.35037615173182e-05,2.4
3.49,2.93239494533284,-8.23807040251337,-1.22862915590485,-3.79662422136582e-07,-7.92523364527311e-05,-4.28539892886717e-05,2.4
3.495,2.93642109452345,-8.24937483185301,-1.22862915590485,-7.75922975284461e-07,-7.92498603892814e-05,-4.17974604048856e-05,2.4
3.5,2.9404472488019,-8.26067925938058,-1.22863003852573,-1.17214077675442e-06,-7.92352347112567e-05,-4.07409315210994e-05,2.4
3.505,2.94447339906483,-8.27198368833831,-1.22863003852573,-1.56658012733078e-06,-7.85357405852763e-05,-3.93213521766866e-05,2.4
3.51,2.9484995561639,-8.2832881148613,-1.22863087762606,-1.95745064828465e-06,-7.78076495867818e-05,-3.79017728322737e-05,2.4
3.515,2.95252571138835,-8.29459254205195,-1.22863087762606,-2.34312406136262e-06,-7.64544158042737e-05,-3.61604212335169e-05,2.4
3.52,2.95655187499848,-8.30589696625597,-1.22863165825108,-2.72192203570367e-06,-7.5057371868389e-05,-3.44190696347602e-05,2.4
3.525,2.96057803885002,-8.31720139037401,-1.22863165825108,-3.09232060027036e-06,-7.30924161760695e-05,-3.23952011749596e-05,2.4
3.53,2.96460421244774,-8.32850581102086,-1.22863236714633,-3.45275015302586e-06,-7.10696191331321e-05,-3.0371332715159e-05,2.4
3.535,2.96863038836864,-8.33981023084029,-1.22863236714633,-3.80178751665878e-06,-6.85335384902142e-05,-2.81021498793429e-05,2.4
3.54,2.97265657521706,-8.35111464676778,-1.22863299267438,-4.13796809170082e-06,-6.59267129518829e-05,-2.58329670435267e-05,2.4
3.545,2.97668276830014,-8.36241906047472,-1.22863299267438,-4.45637815358158e-06,-6.14176890960711e-05,-2.25760004329026e-05,2.4
3.55,2.98070897706751,-8.37372346859552,-1.22863352473023,-4.75194952748435e-06,-5.67908992123786e-05,-1.93190338222785e-05,2.4
3.555,2.98473519581577,-8.38502787316149,-1.22863352473023,-5.02349206082577e-06,-5.18048310331383e-05,-1.59328240276361e-05,2.4
3.56,2.98876143087069,-8.39633227191961,-1.22863392262511,-5.26978586157419e-06,-4.66910319917968e-05,-1.25466142329937e-05,2.4
3.565,2.99278767796971,-8.40763666638803,-1.22863392262511,-5.48973563336391e-06,-4.12660985651653e-05,-9.06263688894881e-06,2.4
3.57,2.99681394184617,-8.41894105488087,-1.22863418103521,-5.6822199965703e-06,-3.57044616062171e-05,-5.57865954490391e-06,2.4
3.575,3.00084021974333,-8.43024543837997,-1.22863418103521,-5.84623430441691e-06,-2.98771443776363e-05,-2.02639391766285e-06,2.4
3.58,3.00486651474678,-8.44154981578632,-1.22863429593329,-5.98075126974487e-06,-2.39050876155764e-05,1.52587170957821e-06,2.4
3.585,3.00889282565518,-8.45285418752777,-1.22863429593329,-6.08485379587592e-06,-1.7710615516831e-05,5.1186421861556e-06,2.4
3.59,3.0129191538649,-8.46415855310694,-1.22863426450643,-6.15760541662863e-06,-1.13642610932303e-05,8.71141266273299e-06,2.4
3.595,3.01694549976585,-8.47546291238493,-1.22863426450643,-6.19817335628973e-06,-4.83655882793102e-06,1.23185810810442e-05,2.4
3.6,3.02097186303745,-8.48676726547589,-1.22863408508616,-6.20570856853622e-06,1.84931908697995e-06,1.59257494993554e-05,2.4
3.605,3.02499824568417,-8.49807161166584,-1.22863408508616,-6.17945833556002e-06,8.67804594722803e-06,1.95230618597756e-05,2.4
3.61,3.02902464565404,-8.50937595168561,-1.22863375707938,-6.11865656629973e-06,1.56704452435303e-05,2.31203742201958e-05,2.4
3.615,3.03305106657536,-8.52068028424284,-1.22863375707938,-6.02262975391063e-06,2.27683377969552e-05,2.66846311897763e-05,2.4
3.62,3.03707750466064,-8.53198461068652,-1.22863328089209,-5.8906938302885e-06,3.00346214201029e-05,3.02488881593568e-05,2.4
3.625,3.0411039635194,-8.54328892973097,-1.22863328089209,-5.72539692562927e-06,3.61077207697504e-05,3.30766059973912e-05,2.4
3.63,3.04513043599524,-8.55459324392518,-1.22863265788591,-5.52938186675884e-06,4.23223378361085e-05,3.59043238354255e-05,2.4
3.635,3.04915692749561,-8.56589755134303,-1.22863265788591,-5.30506741805173e-06,4.74228212289361e-05,3.80529169823457e-05,2.4
3.64,3.05318342934268,-8.57720185507548,-1.22863191840036,-5.05496073949433e-06,5.26396114954476e-05,4.02015101292659e-05,2.4
3.645,3.05720994839269,-8.58850615268037,-1.22863191840036,-4.78135468986065e-06,5.68182528761303e-05,4.17258284775048e-05,2.4
3.65,3.06123647478315,-8.59981044767064,-1.22863109040995,-4.48662448838501e-06,6.10895847710294e-05,4.32501468257437e-05,2.4
3.655,3.0652630164965,-8.61111473720296,-1.22863109040995,-4.17294120704061e-06,6.4395490827572e-05,4.42024070423438e-05,2.4
3.66,3.06928956279553,-8.62241902510189,-1.22863019962981,-3.84255252261684e-06,6.77719930657196e-05,4.51546672589439e-05,2.4
3.665,3.07331612249218,-8.63372330822862,-1.22863019962981,-3.49751155849748e-06,7.02527165132202e-05,4.5584592542115e-05,2.4
3.67,3.07734268425917,-8.6450275906179,-1.22862926962416,-3.13994254961461e-06,7.2783396144124e-05,4.60145178252862e-05,2.4
3.675,3.0813692574658,-8.6563318689324,-1.22862926962416,-2.77178442164242e-06,7.44849713511913e-05,4.59694305803926e-05,2.4
3.68,3.08539583045531,-8.66763614732423,-1.22862832190903,-2.39504197060095e-06,7.62172521249514e-05,4.5924343335499e-05,2.4
3.685,3.08942241290559,-8.67894042234615,-1.22862832190903,-2.01154358998258e-06,7.71842299228249e-05,4.54492544439276e-05,2.4
3.69,3.09344899306806,-8.69024469818299,-1.22862737605114,-1.62317854460327e-06,7.81639897195124e-05,4.49741655523563e-05,2.4
3.695,3.09747557889934,-8.70154897200058,-1.22862737605114,-1.23512349217744e-06,7.70517385566892e-05,4.33629265868553e-05,2.4
3.7,3.10150215697163,-8.71285324858194,-1.2286264497631,-8.52723899566259e-07,7.59017216453107e-05,4.17516876213543e-05,2.4
3.705,3.10552873703246,-8.72415752445498,-1.2286264497631,-4.77556056340975e-07,7.41566862652109e-05,3.9839982205335e-05,2.4
3.71,3.10955530788737,-8.73546180360715,-1.22862558984523,-1.11244035106528e-07,7.23592613289605e-05,3.79282767893156e-05,2.4
3.715,3.11358187862562,-8.74676608280089,-1.22862558984523,2.44738253314617e-07,7.00226801277941e-05,3.57542983532932e-05,2.4
3.72,3.11760843889495,-8.75807036572363,-1.22862480867434,5.88873424825567e-07,6.7620238775041e-05,3.35803199172708e-05,2.4
3.725,3.12163499698198,-8.76937464942371,-1.22862480867434,9.1978726179732e-07,6.47322621237586e-05,3.11804199234623e-05,2.4
3.73,3.12566154351214,-8.7806789372403,-1.22862411705399,1.23606620025689e-06,6.1766062329401e-05,2.87805199296539e-05,2.4
3.735,3.12968808584268,-8.79198322655279,-1.22862411705399,1.53643247787826e-06,5.83655311082515e-05,2.61891378476544e-05,2.4
3.74,3.13371461569426,-8.80328752031022,-1.22862352429032,1.81957291701573e-06,5.48754715635867e-05,2.3597755765655e-05,2.4
3.745,3.13774113938499,-8.81459181626211,-1.22862352429032,2.08430285250009e-06,5.09998692689418e-05,2.08474472921327e-05,2.4
3.75,3.14176764983145,-8.82589611693153,-1.22862303827088,2.32940594016755e-06,4.70244415495633e-05,1.80971388186105e-05,2.4
3.755,3.14579415221908,-8.83720042047143,-1.22862303827088,2.5537873315919e-06,4.27099259191292e-05,1.52186469570215e-05,2.4
3.76,3.14982064074515,-8.84850472894871,-1.22862266554216,2.75632404852996e-06,3.82862480687563e-05,1.23401550954326e-05,2.4
3.765,3.15384711938427,-8.85980904094762,-1.22862266554216,2.93600785509848e-06,3.35676820809477e-05,9.36247877596253e-06,2.4
3.77,3.15787358368418,-8.871113358054,-1.22862241138429,3.09180575488488e-06,2.87315314884673e-05,6.38480245649247e-06,2.4
3.775,3.16190003634492,-8.8824176793061,-1.22862241138429,3.22279299494514e-06,2.36425136969117e-05,3.33526276270195e-06,2.4
3.78,3.16592647432038,-8.8937220057889,-1.22862227988289,3.32802325817526e-06,1.84283592299527e-05,2.85723068911434e-07,2.4
3.785,3.16995289976235,-8.90502633673595,-1.22862227988289,3.40813984965422e-06,1.3598737475137e-05,-2.48752174375635e-06,2.4
3.79,3.17397931184954,-8.91633067243974,-1.22862227399813,3.463816064866e-06,8.65184675267367e-06,-5.26076655642413e-06,2.4
3.795,3.17800571128374,-8.92763501265031,-1.22862227399813,3.49567737975358e-06,4.07439605352522e-06,-7.77017112999877e-06,2.4
3.8,3.1820320986337,-8.93893935716505,-1.2286223823489,3.50437798198725e-06,-6.12781275718386e-07,-1.02795757035734e-05,2.4
3.805,3.18605847328096,-8.95024370620425,-1.2286223823489,3.49052598952901e-06,-4.9450940199318e-06,-1.25371381438465e-05,2.4
3.81,3.19008483705673,-8.96154805911563,-1.22862259406706,3.4547570051543e-06,-9.37990254296226e-06,-1.47947005841197e-05,2.4
3.815,3.1941111881458,-8.97285241654574,-1.22862259406706,3.39766141930785e-06,-1.34742563159658e-05,-1.68121597798375e-05,2.4
3.82,3.19813752951961,-8.98415677743619,-1.22862289877876,3.31985590287117e-06,-1.76641813612566e-05,-1.88296189755553e-05,2.4
3.825,3.20216385828463,-8.99546114281758,-1.22862289877876,3.22191384558724e-06,-2.1527460738559e-05,-2.06182224976015e-05,2.4
3.83,3.20619017843647,-9.00676551126676,-1.22862328659364,3.10443377042095e-06,-2.54796777029903e-05,-2.24068260196478e-05,2.4
3.835,3.210216486116,-9.01806988415825,-1.22862328659364,2.96797238827168e-06,-2.91186356229555e-05,-2.39774347943939e-05,2.4
