Time,X,Y,Psi,Roll,Rollrate,Delta,Velocity
81.025,39.3821071170953,-45.7572157481218,0.405129112526658,-0.0294795104245109,0.00086971026996008,0.0585725021088571,2.4
81.03,39.3930142997236,-45.7522124125249,0.406338195736688,-0.0294755403305695,0.000717703042078392,0.0584813833170488,2.4
81.035,39.4039156110957,-45.747196297459,0.406338195736688,-0.029472300648591,0.000577597756525175,0.0583986842641982,2.4
81.04,39.4148170995986,-45.742180567362,0.407543517707597,-0.0294697700488275,0.000434059663402831,0.0583159852113475,2.4
81.045,39.4257127034021,-45.7371520668157,0.407543517707597,-0.0294679279561403,0.000302246096853809,0.058241475661933,2.4
81.05,39.4366084671882,-45.7321239129292,0.408745426035241,-0.0294667528783116,0.000167243850597507,0.0581669661125185,2.4
81.055,39.4474983315517,-45.7270829949439,0.408745426035241,-0.0294662240970522,4.37775096749981e-05,0.0581004113225786,2.4
81.06,39.4583883391695,-45.7220423864415,0.409944258799573,-0.0294663199933785,-8.26364258405473e-05,0.0580338565326387,2.4
81.065,39.4692724314077,-45.71698901765,0.409944258799573,-0.0294670197397305,-0.000197713617601831,0.0579750176915802,2.4
81.07,39.4801566506041,-45.7119359223138,0.411140344380222,-0.0294683016247407,-0.000315500501140094,0.0579161788505218,2.4
81.075,39.4910349372769,-45.7068700680858,0.411140344380222,-0.0294701447441961,-0.000422159695188003,0.0578648135094413,2.4
81.08,39.5019133350554,-45.7018044524503,0.41233400129019,-0.0294725273274311,-0.000531293992841003,0.0578134481683609,2.4
81.085,39.5127857820266,-45.6967260770355,0.41233400129019,-0.0294754284249597,-0.000629518917516567,0.0577693106550915,2.4
81.09,39.523658324705,-45.6916479065282,0.413525538027107,-0.0294788262386335,-0.000729987797550687,0.0577251731418221,2.4
81.095,39.5345248972013,-45.6865569731971,0.413525538027107,-0.0294826998038605,-0.00081977426989253,0.0576880149629176,2.4
81.1,39.5453915504698,-45.6814662122776,0.414715252941505,-0.0294870273255795,-0.000911577107627375,0.057650856784013,2.4
81.105,39.5562522131077,-45.6763626833944,0.414715252941505,-0.0294917877231579,-0.000992880377236511,0.0576204550906203,2.4
81.11,39.5671129419944,-45.6712592954953,0.415903434121583,-0.0294969590998196,-0.00107597481768434,0.0575900533972275,2.4
81.115,39.5779676588099,-45.6661431325919,0.415903434121583,-0.0295025205481758,-0.00114886630183376,0.0575661253861908,2.4
81.12,39.5888224278962,-45.6610270805905,0.417090360452794,-0.0295084503679815,-0.00122332884314397,0.057542197375154,2.4
81.125,39.5996711625528,-45.6558982448209,0.417090360452794,-0.0295147277203536,-0.0012878378517642,0.0575244883761543,2.4
81.13,39.6105199359905,-45.6507694910837,0.418276299144192,-0.0295213309927694,-0.00135370167756319,0.0575067793771545,2.4
81.135,39.6213626517453,-45.6456279431592,0.418276299144192,-0.0295282394403699,-0.00140986773845597,0.0574950333885154,2.4
81.14,39.6322053932866,-45.6404864496147,0.419461506890538,-0.0295354315641529,-0.00146717634194234,0.0574832873998763,2.4
81.145,39.6430420530476,-45.6353321499316,0.419461506890538,-0.0295428867377445,-0.0015150487753922,0.0574772474198691,2.4
81.15,39.6538787261014,-45.6301778781958,0.420646229818148,-0.0295505836003774,-0.00156385552807973,0.0574712074398619,2.4
81.155,39.6647092924832,-45.625010786959,0.420646229818148,-0.0295585016675448,-0.00160349301270455,0.0574706157962583,2.4
81.16,39.6755398601703,-45.6198436984583,0.421830703444324,-0.0295666197403211,-0.00164386072409526,0.0574700241526547,2.4
81.165,39.6863642955501,-45.6146637758035,0.421830703444324,-0.0295749174983993,-0.00167533087483395,0.0574746228189424,2.4
81.17,39.6971887207588,-45.6094838318945,0.423015152650299,-0.0295833739272273,-0.0017073313644371,0.0574792214852302,2.4
81.175,39.7080069873313,-45.6042910380063,0.423015152650299,-0.029591968892004,-0.00173071031956726,0.0574887523853903,2.4
81.18,39.7188252327715,-45.5990982000929,0.424199791667148,-0.0296006815840292,-0.00175442399808194,0.0574982832855504,2.4
81.185,39.7296372926041,-45.5938924953206,0.424199791667148,-0.0296094920743091,-0.00176979601516829,0.0575124885875912,2.4
81.19,39.7404493208616,-45.5886867249685,0.425384824074206,-0.0296183797804442,-0.00178531147472961,0.057526693889632,2.4
81.195,39.7512551359479,-45.5834680699386,0.425384824074206,-0.0296273249985673,-0.00179276853540686,0.0575453162880756,2.4
81.2,39.7620609095377,-45.5782493289866,0.42657044280952,-0.0296363073920208,-0.00180018214879854,0.0575639386865192,2.4
81.205,39.7728604418199,-45.573017684648,0.42657044280952,-0.0296453073709073,-0.00179977155473392,0.0575867496646951,2.4
81.21,39.7836599231454,-45.5677859351224,0.427756830191888,-0.0296543047290266,-0.00179913379482121,0.0576095606428711,2.4
81.215,39.7944531345374,-45.5625412627927,0.427756830191888,-0.0296632802685267,-0.00179101450710581,0.0576362750237497,2.4
81.22,39.8052462861042,-45.5572964673482,0.428944159109382,-0.0296722142004143,-0.00178249012571814,0.0576629894046283,2.4
81.225,39.8160331386981,-45.5520387291353,0.428944159109382,-0.0296810876043865,-0.00176677507265558,0.0576933530520426,2.4
81.23,39.8268199231246,-45.5467808510715,0.430132590680847,-0.0296898809898441,-0.0017504815273881,0.0577237166994569,2.4
81.235,39.8376003791498,-45.5415100097832,0.430132590680847,-0.0296985757326388,-0.00172729107319645,0.0577574763785852,2.4
81.24,39.8483807591941,-45.5362390130939,0.431322275537242,-0.0297071526593012,-0.00170335332266438,0.0577912360577135,2.4
81.245,39.8591547810693,-45.530955032338,0.431322275537242,-0.0297155934533289,-0.0016728124096021,0.0578281410454053,2.4
81.25,39.869928719677,-45.5256708818033,0.432513353858916,-0.0297238792697767,-0.00164135998906065,0.0578650460330971,2.4
81.255,39.8806962700583,-45.5203737260774,0.432513353858916,-0.029731992113657,-0.00160359909236871,0.0579048476042184,2.4
81.26,39.8914637304119,-45.515076387356,0.433705955479295,-0.0297399134824086,-0.00156476709600371,0.0579446491753397,2.4
81.265,39.9022247722413,-45.5097660221385,0.433705955479295,-0.0297476257155927,-0.00151992188822676,0.0579871008131942,2.4
81.27,39.9129857178086,-45.5044554618581,0.434900199967329,-0.0297551106660369,-0.00147385062880998,0.0580295524510487,2.4
81.275,39.923740214363,-45.4991318536965,0.434900199967329,-0.029762351020069,-0.00142206165186033,0.0580744100484667,2.4
81.28,39.9344946089452,-45.4938080395407,0.436096196718571,-0.0297693289980754,-0.00136889632826404,0.0581192676458848,2.4
81.285,39.9452425238838,-45.4884711561367,0.436096196718571,-0.0297760276445723,-0.00131030867357979,0.0581662896969192,2.4
81.29,39.9559903316625,-45.4831340569295,0.437294045054535,-0.0297824295588606,-0.0012501990465117,0.0582133117479537,2.4
81.295,39.9667316290737,-45.4777838672207,0.437294045054535,-0.0297885181542906,-0.00118496204314839,0.0582622595304077,2.4
81.3,39.9774728146572,-45.4724334530074,0.438493834329922,-0.0297942764196394,-0.00111806211894386,0.0583112073128618,2.4
81.305,39.9882074590684,-45.4670699271744,0.438493834329922,-0.0297996880013322,-0.00104627053221942,0.058361876536735,2.4
81.31,39.9989419874294,-45.4617061690833,0.439695644047356,-0.0298047361370084,-0.000972678327526378,0.0584125457606082,2.4
81.315,40.0096699438178,-45.4563292785579,0.439695644047356,-0.0298094050084355,-0.000894548297777501,0.0584646703554875,2.4
81.32,40.0203977805243,-45.45095214925,0.440899545278473,-0.0298136784139366,-0.000814486099008868,0.0585167949503668,2.4
81.325,40.0311190145392,-45.4455618671433,0.440899545278473,-0.0298175409317514,-0.000730177941133113,0.0585701455540996,2.4
81.33,40.041840125751,-45.4401713407888,0.442105598113557,-0.0298209767769684,-0.000643810740511346,0.0586234961578323,2.4
81.335,40.0525546036499,-45.4347676417457,0.442105598113557,-0.0298239709319912,-0.00055348782055869,0.0586778468435888,2.4
81.34,40.0632689561311,-45.4293636940311,0.443313853176522,-0.0298265080362162,-0.000460983653116089,0.0587321975293453,2.4
81.345,40.0739766448219,-45.4239465542974,0.443313853176522,-0.0298285734832639,-0.000364812131634751,0.0587873259355428,2.4
81.35,40.0846842059827,-45.4185291624913,0.444524351766463,-0.0298301523437288,-0.000266341815279966,0.0588424543417403,2.4
81.355,40.0953850730653,-45.4130985599765,0.444524351766463,-0.0298312304288295,-0.000164490377923445,0.0588981418051782,2.4
81.36,40.1060858110033,-45.407667702993,0.445737126004563,-0.0298317932465642,-6.02272403893509e-05,0.0589538292686161,2.4
81.365,40.1167798248102,-45.4022236173313,0.445737126004563,-0.029831827031487,4.7133160760684e-05,0.0590098609477935,2.4
81.37,40.1274737083503,-45.3967792757896,0.446952198986481,-0.0298313177345471,0.000157013544052554,0.059065892626971,2.4
81.375,40.138160837986,-45.3913216883974,0.446952198986481,-0.0298302520187454,0.000269709941901966,0.0591220576176665,2.4
81.38,40.14884783672,-45.3858638446791,0.44816958493984,-0.0298286162828904,0.000385030002599249,0.0591782226083619,2.4
81.385,40.1595280520996,-45.3803927388093,0.44816958493984,-0.0298263976229321,0.000502887659279729,0.0592343140516492,2.4
81.39,40.1702081364239,-45.3749213771124,0.449389289386468,-0.0298235828898263,0.000623468083564369,0.0592904054949365,2.4
81.395,40.180881408311,-45.3694367379066,0.449389289386468,-0.0298201596163838,0.00074631072757665,0.0593462206778104,2.4
81.4,40.1915545494645,-45.3639518442968,0.450611309309115,-0.0298161151093929,0.00087197069642063,0.0594020358606843,2.4
81.405,40.2022208494655,-45.3584536587524,0.450611309309115,-0.0298114371770697,0.0009996869396413,0.0594574119177383,2.4
81.41,40.21288701944,-45.352955220968,0.451835633322321,-0.0298061134149625,0.00113031216664603,0.0595127879747924,2.4
81.415,40.2235463200006,-45.3474434779086,0.451835633322321,-0.0298001322411142,0.00126265632912631,0.0595674929422801,2.4
81.42,40.2342054917924,-45.3419314858272,0.453062243317103,-0.029793481884949,0.00139799499469448,0.0596221979097677,2.4
81.425,40.2448577664378,-45.3364061763452,0.453062243317103,-0.029786151209921,0.00153478748191995,0.0596760420476677,2.4
81.43,40.2555099140277,-45.330880621919,0.454291111608253,-0.0297781289090955,0.00167465554615146,0.0597298861855678,2.4
81.435,40.2661551372724,-45.3253417391738,0.454291111608253,-0.0297694042930114,0.00181571612787112,0.0597826842425541,2.4
81.44,40.2768002356229,-45.3198026164001,0.455522202677114,-0.0297599665197798,0.00195992895529981,0.0598354822995405,2.4
81.445,40.2874383830028,-45.3142501556557,0.455522202677114,-0.029749805348239,0.00210507694934738,0.0598870535684856,2.4
81.45,40.2980764080904,-45.3086974606138,0.456755473356643,-0.0297389104024852,0.0022534494948485,0.0599386248374306,2.4
81.455,40.3087074561945,-45.3031314192733,0.456755473356643,-0.0297272718903721,0.00240250396717433,0.0599887932173162,2.4
81.46,40.319338385041,-45.2975651501589,0.457990873018787,-0.0297148799024121,0.00255485097853806,0.0600389615972018,2.4
81.465,40.3299623115415,-45.2919855277964,0.457990873018787,-0.0297017250957176,0.00270763093290428,0.0600875556466636,2.4
81.47,40.3405861222442,-45.2864056849538,0.459228343764432,-0.029687798027167,0.00286376714287124,0.0601361496961254,2.4
81.475,40.3512029059259,-45.2808124833438,0.459228343764432,-0.0296730898029171,0.00302009170410774,0.0601830026809508,2.4
81.48,40.3618195776862,-45.2752190692943,0.460467820615582,-0.0296575914456983,0.0031798320158596,0.0602298556657762,2.4
81.485,40.372429198475,-45.2696122924383,0.460467820615582,-0.0296412945100556,0.0033395206067651,0.0602748056005186,2.4
81.49,40.383038711627,-45.2640053119074,0.461709231709521,-0.0296241904836087,0.00350268027295588,0.060319755535261,2.4
81.495,40.3936413827842,-45.2583854040538,0.461709231709521,-0.0296071667436943,0.00330593929223039,0.0601691912089788,2.4
81.5,40.4042444152944,-45.2527661779917,0.462952498494719,-0.0295911398209906,0.00310393863305655,0.0600186268826965,2.4
81.505,40.4148408039084,-45.2471344332977,0.462952498494719,-0.0295760913657162,0.00291461044353945,0.0598777571957346,2.4
81.51,40.4254375313135,-45.2415033261012,0.464189549503716,-0.0295620020144351,0.00272028283896663,0.0597368875087727,2.4
81.515,40.4360276127374,-45.2358597301377,0.464189549503716,-0.0295488530202525,0.00253852482123576,0.0596055155675354,2.4
81.52,40.4466180107692,-45.2302167283222,0.465420785086454,-0.0295366246351776,0.00235202556955977,0.059474143626298,2.4
81.525,40.4572017589963,-45.224561264289,0.465420785086454,-0.0295252977801847,0.00217796902114844,0.0593520606767486,2.4
81.53,40.4677858020585,-45.2189063520504,0.466646597439577,-0.0295148523891595,0.00199942693623765,0.0592299777271992,2.4
81.535,40.4783631897953,-45.2132390009374,0.466646597439577,-0.0295052690413981,0.00183320700857771,0.059116979700578,2.4
81.54,40.4889408509958,-45.2075721602393,0.467867370119322,-0.0294965273421271,0.00166275508380632,0.0590039816739568,2.4
81.545,40.4995118496905,-45.2018929009062,0.467867370119322,-0.0294886075696611,0.00150449060007499,0.0588998579790827,2.4
81.55,40.5100831008984,-45.1962141116094,0.469083478237293,-0.0294814890419569,0.00134224532143927,0.0587957342842085,2.4
81.555,40.5206476808104,-45.1905229209376,0.469083478237293,-0.0294751517756634,0.00119203933259743,0.0587002683046932,2.4
81.56,40.5312124927229,-45.1848321609503,0.47029528819343,-0.0294695748414384,0.00103810124258702,0.058604802325178,2.4
81.565,40.5417706229915,-45.1791290139932,0.47029528819343,-0.0294647380322142,0.00089604157756875,0.0585177719049794,2.4
81.57,40.5523289652025,-45.1734262594184,0.471503157429373,-0.0294606202099164,0.000750495833165673,0.0584307414847809,2.4
81.575,40.5628806139155,-45.167711129549,0.471503157429373,-0.0294572009803728,0.0006166556374012,0.0583519193989776,2.4
81.58,40.5734324549826,-45.1619963548308,0.472707434201749,-0.0294544590339688,0.000479572556241919,0.0582730973131744,2.4
81.585,40.5839775892446,-45.1562692138874,0.472707434201749,-0.0294523738247282,0.000354010819788711,0.0582022517248217,2.4
81.59,40.5945228967571,-45.1505423919541,0.47390845737477,-0.0294509239073412,0.000225446415792688,0.0581314061364691,2.4
81.595,40.6050614827581,-45.1448032103842,0.47390845737477,-0.0294500886180411,0.000108208491212558,0.0580683010397557,2.4
81.6,40.6156002234036,-45.13906431279,0.475106556231563,-0.0294498464103468,-1.17950001843917e-05,0.0580051959430422,2.4
81.605,40.626132226452,-45.1333130597281,0.475106556231563,-0.0294501764053175,-0.000120624622991653,0.0579496197168437,2.4
81.61,40.6366643659804,-45.1275620566027,0.47630205030368,-0.0294510568541483,-0.000231984686433086,0.0578940434906452,2.4
81.615,40.6471897505379,-45.1217986999497,0.47630205030368,-0.0294524669561632,-0.000332439357082569,0.057845723194665,2.4
81.62,40.657715254006,-45.1160355604633,0.477495250379076,-0.0294543850627481,-0.000435194027869241,0.0577974028986849,2.4
81.625,40.6682339839255,-45.1102600673349,0.477495250379076,-0.0294567903501561,-0.000527266358402961,0.0577560925483012,2.4
81.63,40.6787528157184,-45.1044847597493,0.478686455972414,-0.0294596611646497,-0.000621411746450017,0.0577147821979175,2.4
81.635,40.6892648542075,-45.098697096421,0.478686455972414,-0.0294629766884906,-0.000705106000177467,0.0576802332880267,2.4
81.64,40.6997769780752,-45.0929095881672,0.479875956438962,-0.0294667152922746,-0.000790649979298167,0.0576456843781358,2.4
81.645,40.7102822877625,-45.0871097202056,0.479875956438962,-0.0294708561922243,-0.00086598161737248,0.0576176462525257,2.4
81.65,40.7207876668847,-45.0813099780133,0.481064030871691,-0.0294753778115689,-0.00094294336556613,0.0575896081269156,2.4
81.655,40.7312862098858,-45.0754978704047,0.481064030871691,-0.0294802594272972,-0.00100993858506285,0.0575678283453009,2.4
81.66,40.741784806937,-45.0696858604293,0.482250948013516,-0.0294854795423939,-0.00107834811599803,0.0575460485636862,2.4
81.665,40.7522765449192,-45.0638614777055,0.482250948013516,-0.0294910175203015,-0.00113704340042384,0.057530273254808,2.4
81.67,40.7627683221331,-45.0580371656523,0.483436966184593,-0.0294968519697364,-0.00119694110756282,0.0575144979459298,2.4
81.675,40.7732532163802,-45.0522004720141,0.483436966184593,-0.0295029623651884,-0.0012473827866754,0.0575044721486226,2.4
81.68,40.7837381356133,-45.0463638232602,0.48462233322408,-0.0295093274459587,-0.0012988189968456,0.0574944463513153,2.4
81.685,40.7942161470894,-45.0405147826974,0.48462233322408,-0.0295159268211073,-0.00134106281567913,0.0574899143437432,2.4
81.69,40.804694169884,-45.0346657624105,0.485807286445902,-0.029522739384275,-0.00138409735198557,0.0574853823361711,2.4
81.695,40.8151652592968,-45.0288043388198,0.485807286445902,-0.0295297449015656,-0.00141820804898054,0.0574860879534316,2.4
81.7,40.8256363469436,-45.0229429120744,0.486992052608,-0.0295369224436385,-0.00145290980295682,0.0574867935706922,2.4
81.705,40.8361004747739,-45.0170690693159,0.486992052608,-0.0295442518342746,-0.00147891217391316,0.0574925066215714,2.4
81.71,40.8465645882757,-45.0111952010315,0.488176847894616,-0.0295517122180221,-0.0015053089780976,0.0574982196724506,2.4
81.715,40.8570217148083,-45.005308902986,0.488176847894616,-0.0295592837399338,-0.00152333366323199,0.0575086562805194,2.4
81.72,40.86747881511,-44.999422558341,0.48936187898885,-0.029566945890214,-0.00154156165854007,0.0575190928885883,2.4
81.725,40.8779289006564,-44.9935237693066,0.48936187898885,-0.0295746790324476,-0.00155169798966566,0.0575339973543151,2.4
81.73,40.8883789486628,-44.9876249137682,0.490547340857209,-0.0295824628958091,-0.0015618508520147,0.0575489018200419,2.4
81.735,40.8988219535237,-44.9817135983922,0.490547340857209,-0.0295902780808815,-0.00156419554229646,0.0575680191667348,2.4
81.74,40.9092649101312,-44.975802197772,0.491733417912951,-0.029598104574379,-0.001566374381082,0.0575871365134277,2.4
81.745,40.9197007946561,-44.9698783211543,0.491733417912951,-0.0296059232314438,-0.00156103116121561,0.0576102127417481,2.4
81.75,40.9301366208111,-44.9639543417095,0.492920284046197,-0.0296137143139733,-0.00155534415051611,0.0576332889700684,2.4
81.755,40.9405653454566,-44.9580178695023,0.492920284046197,-0.0296214589483046,-0.00154242339676299,0.0576600713114235,2.4
81.76,40.9509940022134,-44.9520812780352,0.494108102664482,-0.0296291376882137,-0.0015289853981185,0.0576868536527785,2.4
81.765,40.9614155276102,-44.9461321765567,0.494108102664482,-0.0296367319801382,-0.00150861709251887,0.0577170836429518,2.4
81.77,40.9718369762155,-44.9401829405583,0.495297026743703,-0.0296442227197581,-0.00148756293561438,0.057747313633125,2.4
81.775,40.9822512632422,-44.9342211769163,0.495297026743703,-0.029651591653175,-0.00145986881274905,0.0577807424953505,2.4
81.78,40.9926654651702,-44.9282592646224,0.496487198593127,-0.0296588199963777,-0.00143132476128721,0.0578141713575759,2.4
81.785,41.0030724749806,-44.9222848067555,0.496487198593127,-0.029665889809204,-0.00139643217102482,0.057850552198859,2.4
81.79,41.0134793919798,-44.9163101872221,0.497678750255289,-0.0296727826420252,-0.00136053013219247,0.057886933040142,2.4
81.795,41.023879086058,-44.910323003988,0.497678750255289,-0.0296794808816581,-0.0013185717061528,0.057926021062981,2.4
81.8,41.0342786802055,-44.9043356471786,0.498871803583749,-0.0296859664260799,-0.00127544889243697,0.05796510908582,2.4
81.805,41.0446710203825,-44.8983357083754,0.498871803583749,-0.0296922218681218,-0.00122650864119508,0.0580066906191757,2.4
81.81,41.0550632540268,-44.8923355850535,0.500066470329537,-0.0296982293280098,-0.00117625235364478,0.0580482721525314,2.4
81.815,41.0654482024986,-44.8863228614416,0.500066470329537,-0.0297039718846614,-0.00112052674802354,0.0580920765776597,2.4
81.82,41.0758330385027,-44.8803099435839,0.50126285342588,-0.0297094321694236,-0.00106333941347702,0.058135881002788,2.4
81.825,41.0862105580647,-44.8742844072811,0.50126285342588,-0.0297145936232403,-0.00100097504893092,0.0581816709984635,2.4
81.83,41.0965879598094,-44.8682586680714,0.502461044637474,-0.0297194392599436,-0.000937007887747309,0.058227460994139,2.4
81.835,41.1069580137967,-44.8622202924375,0.502461044637474,-0.0297239528925551,-0.000868155358865098,0.0582750021037578,2.4
81.84,41.1173279451995,-44.8561817062871,0.503661125934739,-0.0297281179273501,-0.000797563596083653,0.0583225432133765,2.4
81.845,41.1276904975373,-44.8501304659975,0.503661125934739,-0.0297319185587775,-0.000722377214946778,0.0583716040036846,2.4
81.85,41.1380529231015,-44.8440790086177,0.504863169611894,-0.0297353385947971,-0.000645319794925803,0.0584206647939927,2.4
81.855,41.1484079383536,-44.8380148797334,0.504863169611894,-0.0297383626199068,-0.000563957298666706,0.0584710170154994,2.4
81.86,41.1587628232168,-44.8319505282047,0.50606723841155,-0.0297409748522488,-0.000480596588588458,0.0585213692370062,2.4
81.865,41.1691102666332,-44.8258734882395,0.50606723841155,-0.02974316027429,-0.000393218857621582,0.058572787974166,2.4
81.87,41.1794575766143,-44.8197962210783,0.50727338565592,-0.0297449035221349,-0.000303720361867464,0.0586242067113257,2.4
81.875,41.189797414178,-44.8137062490628,0.50727338565592,-0.0297461899834572,-0.000210491145621288,0.0586764705244141,2.4
81.88,41.2001371158237,-44.8076160462851,0.5084816553842,-0.0297470047194065,-0.000115023227768312,0.0587287343375024,2.4
81.885,41.210469314296,-44.801513122828,0.5084816553842,-0.0297473335294354,-1.61088778334491e-05,0.058781625396364,2.4
81.89,41.2208013749252,-44.7954099660098,0.5096920824958,-0.029747161906143,8.51575098140792e-05,0.0588345164552256,2.4
81.895,41.2311259018901,-44.7892940733566,0.5096920824958,-0.0297464760666875,0.000189588299203729,0.0588878206650716,2.4
81.9,41.2414502896386,-44.7831779456919,0.510904692899096,-0.0297452619408611,0.000296479878631275,0.0589411248749176,2.4
81.905,41.2517671135025,-44.7770490677068,0.510904692899096,-0.029743506015703,0.000406317822296244,0.0589946650823977,2.4
81.91,41.2620837972356,-44.7709199538438,0.512119503665353,-0.0297411945051806,0.000518722248075489,0.0590482052898778,2.4
81.915,41.2723928872284,-44.7647780759946,0.512119503665353,-0.0297383144790551,0.000633732437577184,0.0591017400777727,2.4
81.92,41.2827018368061,-44.7586359624662,0.513336524553401,-0.0297348527582706,0.000751408720978532,0.0591552748656675,2.4
81.925,41.293003163236,-44.7524810722332,0.513336524553401,-0.0297307968445478,0.00087141684928637,0.0592086020258283,2.4
81.93,41.3033043494978,-44.7463259474097,0.51455575535659,-0.0297261340096582,0.000994186169501063,0.0592619291859891,2.4
81.935,41.3135978836616,-44.7401580341149,0.51455575535659,-0.0297208521907572,0.0011190165706478,0.0593148506828149,2.4
81.94,41.3238912784282,-44.7339898881881,0.515777187521048,-0.0297149391136875,0.0012466987780874,0.0593677721796406,2.4
81.945,41.3341769926504,-44.7278089430394,0.515777187521048,-0.0297083831540003,0.00137617463353387,0.0594200942287738,2.4
81.95,41.3444625687621,-44.7216277680665,0.517000804317675,-0.0297011724943294,0.00150858845868094,0.0594724162779069,2.4
81.955,41.354740436432,-44.7154337841987,0.517000804317675,-0.0296932959510326,0.00164253201804002,0.0595239494298955,2.4
81.96,41.3650181677855,-44.7092395741427,0.518226581017382,-0.0296847421656943,0.0017794952950696,0.0595754825818842,2.4
81.965,41.3752881633932,-44.7030325466566,0.518226581017382,-0.0296755003973651,0.00191772808652711,0.0596260417970993,2.4
81.97,41.385558024978,-44.696825297425,0.51945448506981,-0.0296655597482053,0.00205905796642668,0.0596766010123145,2.4
81.975,41.3958201241491,-44.6906052234225,0.51945448506981,-0.0296549099213363,0.00220140100048601,0.0597260057292923,2.4
81.98,41.4060820920815,-44.6843849329029,0.52068447628514,-0.0296435404806023,0.00234691415738946,0.0597754104462701,2.4
81.985,41.4163362716114,-44.6781518115208,0.52068447628514,-0.0296314415740822,0.00249318812402357,0.0598234846436465,2.4
81.99,41.4265903231681,-44.6719184796134,0.521916507018757,-0.029618603227912,0.00264270095484409,0.0598715588410229,2.4
81.995,41.4368365610539,-44.6656723120538,0.521916507018757,-0.0296050160355388,0.00279272641413696,0.0599181310932266,2.4
82,41.4470826747043,-44.6594259407024,0.52315052235847,-0.0295906704855148,0.00294605523158198,0.0599647033454302,2.4
82.005,41.4573209501273,-44.6531667301805,0.52315052235847,-0.0295755574474919,0.003099720720549,0.0600096434122506,2.4
82.01,41.4675591054177,-44.6469073231602,0.524386460314065,-0.0295596676974597,0.00325675152233802,0.0600545834790709,2.4
82.015,41.4777896571661,-44.640635496403,0.524386460314065,-0.0295438858122985,0.00305511306443605,0.0599047245583092,2.4
82.02,41.4880206102903,-44.6343643244134,0.525624253517395,-0.0295291254270321,0.00284813644451145,0.0597548656375476,2.4
82.025,41.4982441820953,-44.6280811262225,0.525624253517395,-0.0295153678949289,0.00265403068733031,0.0596148517579468,2.4
82.03,41.5084681295795,-44.6217985393512,0.52685586018591,-0.029502593543963,0.0024548494375193,0.0594748378783459,2.4
82.035,41.5186846950098,-44.6155039551098,0.52685586018591,-0.0294907831476409,0.00226850709976092,0.0593445089803931,2.4
82.04,41.52890161076,-44.6092099394985,0.528081686868776,-0.0294799164609027,0.00207735163677329,0.0592141800824404,2.4
82.045,41.5391111416923,-44.6029039520174,0.528081686868776,-0.0294699739260856,0.00189890359568285,0.0590933226306875,2.4
82.05,41.5493209980683,-44.5965984914674,0.52930213348243,-0.0294609349812472,0.0017159022725704,0.0589724651789347,2.4
82.055,41.5595234649271,-44.5902810813992,0.52930213348243,-0.0294527797285583,0.00154548303868519,0.0588608702476316,2.4
82.06,41.5697262328271,-44.5839641575315,0.530517591105536,-0.0294454872792211,0.00137076816354062,0.0587492753163285,2.4
82.065,41.5799216046205,-44.577635303451,0.530517591105536,-0.0294390374362892,0.00120849577778754,0.0586467274283311,2.4
82.07,41.5901172535467,-44.5713068958354,0.531728442171698,-0.0294334090258576,0.0010421830080322,0.0585441795403337,2.4
82.075,41.6003054979459,-44.5649665743889,0.531728442171698,-0.0294285815915294,0.000888159598612983,0.0584504571669786,2.4
82.08,41.6104939960828,-44.5586266606912,0.53293506020129,-0.0294245337146194,0.000730348505704783,0.0583567347936234,2.4
82.085,41.6206750795013,-44.5522748467449,0.53293506020129,-0.0294212447175684,0.000584660843252261,0.0582716108451652,2.4
82.09,41.6308563937939,-44.5459234028728,0.534137809553795,-0.0294186929758213,0.000435435475742706,0.0581864868967071,2.4
82.095,41.6410302814669,-44.5395600696579,0.534137809553795,-0.0294168576275945,0.000298155516750716,0.0581097291978436,2.4
82.1,41.6512043776983,-44.5331970699046,0.535337045200251,-0.0294157168799874,0.000157584951443992,0.0580329714989802,2.4
82.105,41.6613710337222,-44.5268221890992,0.535337045200251,-0.0294152495906038,2.88233877793227e-05,0.057964371777432,2.4
82.11,41.671537876475,-44.5204476060988,0.53653311251521,-0.0294154336980545,-0.000102983418654645,0.0578957720558838,2.4
82.115,41.6816972638488,-44.5140611479113,0.53653311251521,-0.0294162480793283,-0.000223236370684351,0.0578350590346612,2.4
82.12,41.6918568167828,-44.5076749530996,0.537726348265101,-0.0294176707138144,-0.000346293700942981,0.0577743460134386,2.4
82.125,41.7020088976781,-44.5012768867128,0.537726348265101,-0.0294196803974002,-0.000458007430135608,0.0577212749769822,2.4
82.13,41.7121611235564,-44.4948790503825,0.538917078009228,-0.0294222550457962,-0.000572287981110822,0.0576682039405259,2.4
82.135,41.7223058592784,-44.4884693439051,0.538917078009228,-0.0294253734055458,-0.00067544460500204,0.0576225268600703,2.4
82.14,41.7324507200105,-44.4820598352873,0.540105617197646,-0.0294290133608837,-0.000780933930105491,0.0575768497796147,2.4
82.145,41.7425880710752,-44.4756384558882,0.540105617197646,-0.0294331536395823,-0.000875527817789355,0.0575383157120226,2.4
82.15,41.7527255277924,-44.4692172432844,0.541292271035787,-0.0294377721253858,-0.000972223843131037,0.0574997816444306,2.4
82.155,41.7628554540026,-44.4627841573239,0.541292271035787,-0.0294428475566616,-0.00105826112961761,0.0574681371282951,2.4
82.16,41.7729854671334,-44.456351208236,0.542477334365431,-0.0294483578464104,-0.00114617366141075,0.0574364926121597,2.4
