Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
1.006837551,0.20906016,-0.371014,0.001985,-0.098044,0.013104,3,440274,0,0,0,0,0.449986,-0.004813,-0.007099,-0.017684,-0.006508,-0.023656,3,0,0,0,0,0,0
1.006837551,0.20906016,-0.318354,0.00336,-0.098044,0.013104,3,440284,0.01,0,0,0,0.479983,-0.005328,-0.007708,-0.014467,-0.005535,-0.020791,3,0,0,0,0,0,0
1.006837551,0.20906016,-0.420084,0.000916,-0.101404,0.013104,3,440334,0.06,0,0,0,0.539977,-0.006335,-0.008772,-0.015316,-0.007326,-0.023877,3,0,0,0,0,0,0
1.006837551,0.20906016,-0.536175,0.010232,-0.084147,0.013104,3,440384,0.11,0,0,0,0.599969,-0.007474,-0.009968,-0.020365,-0.007126,-0.02128,3,0,0,0,0,0,0
1.006837551,0.20906016,-0.394951,0.003665,-0.08491,0.013104,3,440424,0.15,0,0,0,0.659961,-0.008577,-0.010954,-0.015379,-0.004613,-0.017819,3,0,0,0,0,0,0
1.006837551,0.20906016,-0.198672,0.005345,-0.091019,0.013104,3,440474,0.2,0,0,0,0.719952,-0.009681,-0.011825,-0.006939,-0.000751,-0.018595,3,0,0,0,0,0,0
1.006837551,0.20906016,-0.374605,0.003665,-0.093768,0.013104,3,440494,0.22,0,0,0,0.779941,-0.010973,-0.01297,-0.016354,-0.00583,-0.024186,3,0,0,0,0,0,0
1.006837551,0.20906016,-0.402132,0.003971,-0.092699,0.013104,3,440524,0.25,0,0,0,0.869921,-0.013003,-0.014601,-0.014808,-0.004485,-0.021482,3,0,0,0,0,0,0
1.006837551,0.20906016,-0.347078,0.005651,-0.093157,0.013104,3,440534,0.26,0,0,0,0.899914,-0.013716,-0.015154,-0.01324,-0.003238,-0.020098,3,0,0,0,0,0,0
1.006837551,0.20906016,-0.368621,0.008705,-0.083536,0.013104,3,440554,0.28,0,0,0,0.959899,-0.015139,-0.016158,-0.014064,-0.00095,-0.018376,3,0,0,0,0,0,0
