Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
0.0000000000,0.0000000000,-0.465563,0.004887,-0.102625,-0.02567,3,645096,0,0,0,0,0.419970,-0.006877,-0.010308,-0.015814,-0.00582,-0.037136,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-0.13165,0.012217,-0.099266,-0.02567,3,645106,0,0,0,0,0.449963,-0.007661,-0.011264,-0.004513,0.001788,-0.029644,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-0.300402,0.008399,-0.102931,-0.02567,3,645116,0,0,0,0,0.479957,-0.008378,-0.012027,-0.008818,-0.001415,-0.03623,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-0.343487,0.010385,-0.09728,-0.02567,3,645146,0,0,0,0,0.539941,-0.010028,-0.013842,-0.009859,-0.001651,-0.033456,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-0.343487,0.010385,-0.09728,-0.02567,3,645156,0,0,0,0,0.569933,-0.010871,-0.014703,-0.011258,-0.001668,-0.034551,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-0.318354,0.014966,-0.089186,-0.02567,3,645186,0,0,0,0,0.659902,-0.013554,-0.017285,-0.010598,0.00119,-0.034255,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-0.318354,0.014966,-0.089186,-0.02567,3,645196,0,0,0,0,0.689890,-0.014511,-0.018167,-0.010584,0.002704,-0.032418,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.256119,0.01069,-0.089186,-0.02567,3,645226,0,0,0,0,0.749864,-0.016443,-0.019813,-0.00668,0.004926,-0.032687,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.269284,0.011912,-0.096364,-0.02567,3,645276,0,0,0,0,0.809835,-0.018490,-0.021493,-0.008281,0.002511,-0.033754,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.178326,0.005192,-0.104916,-0.02567,3,645316,0,0,0,0,0.869802,-0.020670,-0.023235,-0.004412,-0.000862,-0.035263,3,0,0,0,0,0,0
1.0068376238,0.2090597906,0.175933,0.018173,-0.077733,-0.02567,3,645366,0,0,0,0,0.929767,-0.022852,-0.024768,0.009888,0.012044,-0.02689,3,0,0,0,0,0,0
1.0068376238,0.2090597906,0.627134,-0.01741,-0.08659,-0.02567,3,645406,0,0,0,0,0.989732,-0.024985,-0.02603,0.029102,-0.001514,-0.027722,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.135241,0.002749,-0.091019,-0.02567,3,645446,0,0,0,0,1.079668,-0.028590,-0.028435,-0.005074,-0.006933,-0.043822,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.211837,0.002596,-0.087048,-0.02567,3,645506,0,0,0,0,1.139614,-0.031323,-0.030437,-0.005568,-0.006168,-0.033155,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.028724,0.001374,-0.092088,-0.02567,3,645546,0,0,0,0,1.199560,-0.033978,-0.032055,0.001603,-0.004098,-0.031445,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.189098,-0.018021,-0.093768,-0.02567,3,645586,0,0,0,0,1.289468,-0.038262,-0.034722,-0.005323,-0.01913,-0.032737,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.15798,-0.014813,-0.093004,-0.02567,3,645666,0,0,0,0,1.349402,-0.041198,-0.036391,-0.003776,-0.021179,-0.032475,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.238167,-0.02978,-0.094226,-0.02567,3,645686,0,0,0,0,1.409330,-0.044259,-0.038109,-0.00708,-0.032943,-0.033496,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.167555,-0.029169,-0.096822,-0.02567,3,645756,0,0,0,0,1.469253,-0.047413,-0.039806,-0.004173,-0.035174,-0.033171,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.163964,-0.049938,-0.09499,-0.02567,3,645775,0,0,0,0,1.529170,-0.050672,-0.041512,-0.004043,-0.049434,-0.033065,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.168752,-0.049175,-0.092088,-0.02567,3,645795,0,0,0,0,1.589082,-0.054025,-0.043202,-0.004274,-0.0542,-0.032359,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.323141,-0.06521,-0.079718,-0.025642,3,645846,0,0,0,0,1.678938,-0.059270,-0.045785,-0.010568,-0.065351,-0.031607,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.351865,-0.064752,-0.077122,-0.025642,3,645886,0,0,0,0,1.738838,-0.062825,-0.047366,-0.012482,-0.071029,-0.028697,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.659448,-0.059407,-0.104153,-0.025416,3,645966,0,0,0,0,1.828678,-0.068325,-0.049725,-0.024609,-0.071661,-0.035642,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.690565,-0.045051,-0.098349,-0.025416,3,646016,0,0,0,0,1.888557,-0.072236,-0.051543,-0.026447,-0.064439,-0.034224,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.675006,-0.05116,-0.08659,-0.025416,3,646056,0,0,0,0,1.948432,-0.076191,-0.053232,-0.026176,-0.064631,-0.030849,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.815034,-0.018326,-0.093462,-0.025416,3,646085,0,0,0,0,2.008301,-0.080241,-0.054915,-0.031721,-0.046828,-0.033431,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.701337,-0.028711,-0.102167,-0.025416,3,646096,0,0,0,0,2.038232,-0.082314,-0.055775,-0.027697,-0.044436,-0.032646,3,0,0,0,0,0,0
1.0068376238,0.2090597906,-0.67381,-0.032834,-0.104,-0.025416,3,646146,0,0,0,0,2.098090,-0.086535,-0.057491,-0.025755,-0.046231,-0.034956,3,0,0,0,0,0,0
1.0068376238,0.2090597906,3.351096,-0.018021,-0.115759,-0.025416,3,646176,0,0,0,0,2.157988,-0.090039,-0.057551,0.14178,0.02673,-0.011191,3,0,0,0,0,0,0
1.0068376238,0.2090597906,1.165703,-0.01237,-0.073915,-0.025416,3,646186,0,0,0,0,2.187930,-0.091907,-0.057839,0.067036,-0.00984,-0.060127,3,0,0,0,0,0,0
1.0068376296,0.2090597673,-0.441627,-0.012675,-0.11133,0.000283,3,646236,24,24,24,24,2.277679,-0.098820,-0.061044,0.004273,-0.037373,-0.059159,3,0,0,0,0,0,0
1.0068376296,0.2090597673,-0.441627,-0.012675,-0.11133,0.000283,3,646246,24,24,24,24,2.307577,-0.101405,-0.062567,-0.012298,-0.036159,-0.044368,3,0,0,0,0,0,0
1.0068376296,0.2090597673,-0.287237,-0.023518,-0.11637,0.000283,3,646286,24,24,24,24,2.367395,-0.106173,-0.06455,-0.009476,-0.03299,-0.031043,3,0,0,0,0,0,0
1.0068376296,0.2090597673,-0.472744,-0.03207,-0.096517,0.00034,3,646346,24,24,24,24,2.427218,-0.110847,-0.066124,-0.017654,-0.040451,-0.02705,3,0,0,0,0,0,0
