Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
1.0068375075,0.2090591652,-0.453595,0.011606,-0.096517,0,3,359138,0,0,0,0,0.659932,-0.011399,-0.01427,-0.017177,0.00426,-0.025753,3,0,0,0,0,0,0
1.0068375075,0.2090591652,-0.457185,0.011759,-0.095448,0,3,359148,0,0,0,0,0.689924,-0.012156,-0.014933,-0.017219,0.003001,-0.025547,3,0,0,0,0,0,0
1.0068375075,0.2090591652,-0.445217,0.009774,-0.095142,0,3,359178,0,0,0,0,0.749907,-0.013720,-0.01624,-0.016745,0.00074,-0.025294,3,0,0,0,0,0,0
1.0068375075,0.2090591652,-0.386573,0.005498,-0.097433,0,3,359248,0,0,0,0,0.809888,-0.015354,-0.017529,-0.014256,-0.002001,-0.025505,3,0,0,0,0,0,0
1.0068375075,0.2090591652,-0.461973,0.005956,-0.091324,0,3,359268,0,0,0,0,0.869867,-0.017080,-0.018849,-0.015121,-0.006232,-0.025506,3,0,0,0,0,0,0
1.0068375075,0.2090591652,-0.481122,0.012065,-0.091172,0,3,359308,0,0,0,0,0.959831,-0.019805,-0.020801,-0.018259,-0.002725,-0.024576,3,0,0,0,0,0,0
1.0068375075,0.2090591652,-0.490696,0.008552,-0.097128,0,3,359348,0,0,0,0,1.019804,-0.021715,-0.022097,-0.018625,-0.002772,-0.025852,3,0,0,0,0,0,0
1.0068375075,0.2090591652,-0.482318,0.003207,-0.094684,0,3,359368,0,0,0,0,1.079774,-0.023713,-0.023412,-0.018357,-0.005798,-0.025193,3,0,0,0,0,0,0
1.0068375075,0.2090591652,-0.495483,0.009468,-0.096669,0,3,359398,0,0,0,0,1.139742,-0.025789,-0.024725,-0.018824,-0.003349,-0.025786,3,0,0,0,0,0,0
1.0068375075,0.2090591652,-0.483515,0.007789,-0.099571,0,3,359418,0,0,0,0,1.199707,-0.027955,-0.026061,-0.018285,-0.003302,-0.026384,3,0,0,0,0,0,0
