Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
0.0000000000,0.0000000000,-1.715043,-0.002902,-0.097433,-0.287215,3,3100808,0,0,0,0,0.718462,-0.054906,-0.066967,-0.06269,-0.046552,-0.116043,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-1.710256,0.000916,-0.094379,-0.287215,3,3100818,0,0,0,0,0.748296,-0.058393,-0.069954,-0.062577,-0.044904,-0.115507,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-1.721027,-0.00504,-0.098197,-0.287215,3,3100828,0,0,0,0,0.778119,-0.061963,-0.072928,-0.062922,-0.046563,-0.116378,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-1.698288,-0.005498,-0.094379,-0.287215,3,3100848,0,0,0,0,0.837733,-0.069376,-0.078892,-0.062106,-0.047731,-0.115322,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-1.729405,0.001833,-0.090103,-0.287215,3,3100878,0,0,0,0,0.897303,-0.077129,-0.084823,-0.063442,-0.044112,-0.114562,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-1.728208,-0.003971,-0.089186,-0.287215,3,3100888,0,0,0,0,0.927071,-0.081129,-0.087773,-0.063483,-0.045367,-0.114177,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-1.704272,-0.004734,-0.096517,-0.287215,3,3100918,0,0,0,0,0.986571,-0.089395,-0.093675,-0.062339,-0.046955,-0.11568,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-1.722224,-0.000153,-0.092546,-0.287215,3,3100928,0,0,0,0,1.016301,-0.093673,-0.096653,-0.062989,-0.04583,-0.115415,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-1.709059,-0.002138,-0.089034,-0.287215,3,3100968,0,0,0,0,1.075725,-0.102472,-0.102564,-0.06267,-0.04536,-0.114022,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-1.71983,-0.001069,-0.090561,-0.287215,3,3100988,0,0,0,0,1.135097,-0.111607,-0.108447,-0.063078,-0.044855,-0.114445,3,0,0,0,0,0,0
0.0000000000,0.0000000000,-1.732995,-0.003818,-0.092852,-0.287215,3,3101008,0,0,0,0,1.194413,-0.121105,-0.114357,-0.063596,-0.046594,-0.115053,3,0,0,0,0,0,0
