Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
0,0,-1.876614,-0.003127,0.002686,0,3,102818,0,0,0,0,1.11,-0.000642,-0.000421,-0.069984,-0.000147,0.000015,3,0,0,0,0,0,0
0,0,-1.881401,0.00237,0.001464,0,3,102838,0.02,0,0,0,1.17,-0.000667,-0.00042,-0.07016,-0.000399,0.00001,3,0,0,0,0,0,0
0,0,-1.87422,0.00405,0.004366,0,3,102858,0.04,0,0,0,1.23,-0.000692,-0.00042,-0.070007,0.004009,0.000029,3,0,0,0,0,0,0
0,0,-1.877811,-0.001295,0.006198,0,3,102878,0.06,0,0,0,1.29,-0.000717,-0.00042,-0.070533,-0.001381,0.000049,3,0,0,0,0,0,0
0,0,-1.87422,0.001607,0.002533,0,3,102898,0.08,0,0,0,1.35,-0.000742,-0.000419,-0.070456,0.001471,0.00001,3,0,0,0,0,0,0
0,0,-1.880204,0.001301,-0.001743,0,3,102918,0.1,0,0,0,1.41,-0.000767,-0.000419,-0.070564,0.00129,-0.000036,3,0,0,0,0,0,0
0,0,-1.877811,-0.001295,0.004366,0,3,102938,0.12,0,0,0,1.47,-0.000793,-0.00042,-0.070844,-0.001364,0.00003,3,0,0,0,0,0,0
0,0,-1.871826,-0.001753,0.0007,0,3,102958,0.14,0,0,0,1.53,-0.000818,-0.00042,-0.070894,-0.001866,-0.000009,3,0,0,0,0,0,0
0,0,-1.863449,-0.002975,0.000089,0,3,102978,0.16,0,0,0,1.59,-0.000843,-0.00042,-0.07092,-0.003089,-0.000015,3,0,0,0,0,0,0
0,0,-1.861055,-0.000073,0.001158,0,3,102998,0.18,0,0,0,1.65,-0.000869,-0.000421,-0.070692,-0.000122,-0.000003,3,0,0,0,0,0,0
0,0,-1.881401,0.000385,0.002228,0,3,103018,0.2,0,0,0,1.71,-0.000894,-0.000421,-0.070773,0.000351,0.000007,3,0,0,0,0,0,0
0,0,-1.881401,0.000691,-0.004339,0,3,103038,0.22,0,0,0,1.77,-0.00092,-0.000422,-0.07078,0.000619,-0.000063,3,0,0,0,0,0,0
