1,0,0,0,0,0,0.01
0,1,0.02,0,0,0.008519879762,0
0,0,1,0,0,0.01716333554,0
0,0,0,1,0.01,0,0
0,0,0,0.17564906,1,0.05926262886,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,0,0,0.01623396001,0.01,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-13.58645479,0,2.284057249,0
0,0,0,0,1,0,0
0,0,0,0,0,1.716333554,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,-0.3490301403,0,0,0,0
0.2226851604,0,0,0,0,0,0.009633547861
0,0.241922678,0,0,2.597385186e-05,0.008468154146,0
0,0.2205400464,0,0,5.232520845e-05,0.0170593847,0
0,0,-6.239432205e-05,0.01000004144,0,0.00014176589,0
0,0,1.092744189e-05,1.000000007,0.0001807438229,0.05892720734,0
0,0,0.0003693212119,0,0.003048589794,0.9939199024,0
6.969070208e-05,0,0,0,0,0,0.8541018662
-0.21899,0.45152,2.022395038,0,0,0,0
111,1,500,4000,0.7,190,1.12
1.3,0.35,0.4964,0.5986,1.221730476,0.004472135955,0.09677955697
11.33097429,0.9597099114,0.01,2.205882353,0,1.3,3.5
