1,0,0,0,0,0,0.01
0,1,0.02,0,0,0.008519879762,0
0,0,1,0,0,0.01716333554,0
0,0,0,1,0.01,0,0
0,0,0,0.17564906,1,0.05926262886,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,0,0,0.01623396001,0.01,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-22.28108326,0,-0.360416611,0
0,0,0,0,1,0,0
0,0,0,0,0,1.716333554,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,-1.152611161,0,0,0,0
0.2226851604,0,0,0,0,0,0.009633547861
0,0.241922678,0,0,2.5995093e-05,0.008475079313,0
0,0.2205400464,0,0,5.236727987e-05,0.01707310108,0
0,0,-6.240323589e-05,0.01000002518,0,-2.237338014e-05,0
0,0,-1.441572487e-05,1.000000004,0.0001808041234,0.05894686687,0
0,0,-5.829399095e-05,0,0.0030510995,0.9947381321,0
6.969070208e-05,0,0,0,0,0,0.8541018662
0,-10,0,0,0,0,0
111,1,500,4000,0.7,190,1.12
1.3,0.35,0.4964,0.5986,1.221730476,0.05477225575,0.3206479091
3.065253572,0.9597099114,0.01,2.205882353,0,3.75,3.5
